quantile,subset,N,lambda,GroupCount,mean_gap,mean_H0_skill,mean_MoE_skill,mean_Z_zero_skill
0.9,DS03,1000,10,6,0.0125067414503549,0.936608330316626,0.949115071766982,0
0.9,DS03,1000,31.6227766016838,6,0.00535498728063424,0.952909116754558,0.958264104035192,0
0.9,DS03,1000,100,6,-0.00674069874704422,0.951267513981615,0.944526815234571,0
0.9,DS03,1000,316.227766016838,6,-0.00311343714605787,0.86660365753576,0.863490220389702,0
0.9,DS03,1000,1000,6,0.00392736707611321,0.680592813128275,0.684520180204388,0
0.95,DS02,1,0.001,3,0.394663062403994,-0.741630732510944,-0.346967670106949,0
0.95,DS02,1,0.00316227766016838,3,0.394656998247675,-0.741616060470498,-0.346959062222824,0
0.95,DS02,1,0.01,3,0.39463782256255,-0.741569665158739,-0.346931842596189,0
0.95,DS02,1,0.0316227766016838,3,0.419295987407366,-0.741422967837884,-0.322126980430517,0
0.95,DS02,1,0.1,3,0.384649208747677,-0.646593163566952,-0.261943954819274,0
0.95,DS02,1,0.316227766016838,3,0.170410941764371,-0.0515084489303037,0.118902492834067,0
0.95,DS02,1,1,3,-0.00461763176908167,0.705942525692442,0.701324893923361,0
0.95,DS02,1,3.16227766016838,3,0.0125158310756895,0.871871128392224,0.884386959467914,0
0.95,DS02,1,10,3,0.0113811205769807,0.923388154700721,0.934769275277702,0
0.95,DS02,1,31.6227766016838,3,0.00714596511687329,0.935635939203299,0.942781904320172,0
0.95,DS02,1,100,3,-0.00069106969015484,0.934146932307197,0.933455862617043,0
0.95,DS02,1,316.227766016838,3,-0.00305563230130375,0.874357961766319,0.871302329465015,0
0.95,DS02,1,1000,3,-0.00304060426721475,0.723578817271435,0.72053821300422,0
0.95,DS02,10,0.001,3,0.408168787042999,-0.695035746904607,-0.286866959861609,0
0.95,DS02,10,0.00316227766016838,3,0.419914194181122,-0.694459324249003,-0.274545130067881,0
0.95,DS02,10,0.01,3,0.421148466366684,-0.693253438909253,-0.272104972542568,0
0.95,DS02,10,0.0316227766016838,3,0.398297483623005,-0.655661719255417,-0.257364235632412,0
0.95,DS02,10,0.1,3,0.520867520628117,-0.561692008878335,-0.0408244882502174,0
0.95,DS02,10,0.316227766016838,3,0.114862241153718,0.240976174069315,0.355838415223034,0
0.95,DS02,10,1,3,0.021442676407911,0.75495342884855,0.776396105256461,0
0.95,DS02,10,3.16227766016838,3,0.00418580710958187,0.89453990981285,0.898725716922432,0
0.95,DS02,10,10,3,0.00693042249411785,0.929608502187229,0.936538924681347,0
0.95,DS02,10,31.6227766016838,3,0.00539372510997813,0.936684079536779,0.942077804646758,0
0.95,DS02,10,100,3,-0.00148648462761943,0.933422632484628,0.931936147857009,0
0.95,DS02,10,316.227766016838,3,-0.00366822084614429,0.872868196745238,0.869199975899093,0
0.95,DS02,10,1000,3,-0.00338479139627677,0.722079333854176,0.718694542457899,0
0.95,DS02,100,0.001,3,0.406285661307229,-0.677569451925954,-0.271283790618724,0
0.95,DS02,100,0.00316227766016838,3,0.3929053841647,-0.660377422945565,-0.267472038780865,0
0.95,DS02,100,0.01,3,0.396745744015467,-0.652483340454839,-0.255737596439371,0
0.95,DS02,100,0.0316227766016838,3,0.434156252354016,-0.624094997276167,-0.18993874492215,0
0.95,DS02,100,0.1,3,0.439876854412877,-0.516928530447304,-0.0770516760344283,0
0.95,DS02,100,0.316227766016838,3,0.138823128805635,0.221445714383191,0.360268843188826,0
0.95,DS02,100,1,3,0.0352824322772496,0.731561548930184,0.766843981207434,0
0.95,DS02,100,3.16227766016838,3,0.011875241650691,0.878191544858988,0.890066786509679,0
0.95,DS02,100,10,3,0.00871678713609148,0.922303412485587,0.931020199621679,0
0.95,DS02,100,31.6227766016838,3,0.00572082374365974,0.934511247680996,0.940232071424656,0
0.95,DS02,100,100,3,-0.0015002551650312,0.933106814927734,0.931606559762703,0
0.95,DS02,100,316.227766016838,3,-0.00366915877824167,0.872815950240083,0.869146791461841,0
0.95,DS02,100,1000,3,-0.00335025644448934,0.72195356389901,0.718603307454521,0
0.95,DS02,1000,0.001,3,0.40624086156944,-0.677460272192921,-0.27121941062348,0
0.95,DS02,1000,0.00316227766016838,3,0.392859182876529,-0.660268243952874,-0.267409061076345,0
0.95,DS02,1000,0.01,3,0.396700936483691,-0.652374163803293,-0.255673227319601,0
0.95,DS02,1000,0.0316227766016838,3,0.425221195918929,-0.623985828027819,-0.198764632108891,0
0.95,DS02,1000,0.1,3,0.440186657712209,-0.516819384608392,-0.076632726896184,0
0.95,DS02,1000,0.316227766016838,3,0.137114914397802,0.224940962091082,0.362055876488883,0
0.95,DS02,1000,1,3,0.0332728189733038,0.73493502126447,0.768207840237774,0
0.95,DS02,1000,3.16227766016838,3,0.0116377706727831,0.879060323666996,0.890698094339779,0
0.95,DS02,1000,10,3,0.00868241381790417,0.922528581726281,0.931210995544186,0
0.95,DS02,1000,31.6227766016838,3,0.00572310944878712,0.934551094784182,0.940274204232969,0
0.95,DS02,1000,100,3,-0.00150299834662726,0.933094421105663,0.931591422759035,0
0.95,DS02,1000,316.227766016838,3,-0.0036693897311251,0.872798872202548,0.869129482471423,0
0.95,DS02,1000,1000,3,-0.00335374099175067,0.721943936350892,0.718590195359141,0
0.95,DS03,1,0.001,6,0.408106080902686,-0.620612406393207,-0.212506325490522,0
0.95,DS03,1,0.00316227766016838,6,0.401270500454413,-0.613105367637649,-0.211834867183234,0
0.95,DS03,1,0.01,6,0.38434784371795,-0.596114113708643,-0.211766269990693,0
0.95,DS03,1,0.0316227766016838,6,0.367376925560737,-0.578926494128104,-0.211549568567367,0
0.95,DS03,1,0.1,6,0.362459760150716,-0.553648332606324,-0.191188572455607,0
0.95,DS03,1,0.316227766016838,6,0.226749046695094,-0.234920756160038,-0.00817170946494422,0
0.95,DS03,1,1,6,0.0635402915622719,0.383346392456442,0.446886684018713,0
0.95,DS03,1,3.16227766016838,6,0.0146709178329282,0.777811240866871,0.792482158699799,0
0.95,DS03,1,10,6,0.0127380154713696,0.902577880811676,0.915315896283046,0
0.95,DS03,1,31.6227766016838,6,0.00859838898334189,0.93736064991293,0.945959038896272,0
0.95,DS03,1,100,6,-0.00537559274476268,0.943979518163267,0.938603925418504,0
0.95,DS03,1,316.227766016838,6,-0.00243258857298312,0.862390307911009,0.859957719338026,0
0.95,DS03,1,1000,6,0.00400589438169144,0.679248006565322,0.683253900947014,0
0.95,DS03,10,0.001,6,0.382122837850626,-0.64159094393868,-0.259468106088054,0
0.95,DS03,10,0.00316227766016838,6,0.388251254858391,-0.641571983004659,-0.253320728146267,0
0.95,DS03,10,0.01,6,0.40325685272913,-0.641512031792217,-0.238255179063087,0
0.95,DS03,10,0.0316227766016838,6,0.426298580773402,-0.633909252424084,-0.207610671650683,0
0.95,DS03,10,0.1,6,0.438395261261161,-0.628952034103157,-0.190556772841997,0
0.95,DS03,10,0.316227766016838,6,0.170548300624514,-0.0671432063812255,0.103405094243288,0
0.95,DS03,10,1,6,0.0403969500477489,0.527513868995449,0.567910819043198,0
0.95,DS03,10,3.16227766016838,6,0.0187796884404774,0.837914661373035,0.856694349813512,0
0.95,DS03,10,10,6,0.015932327902698,0.919064406252931,0.934996734155629,0
0.95,DS03,10,31.6227766016838,6,0.00990785657247909,0.941772530446315,0.951680387018794,0
0.95,DS03,10,100,6,-0.0054535520749069,0.947037276043937,0.94158372396903,0
0.95,DS03,10,316.227766016838,6,-0.00276918697247166,0.866098200394842,0.863329013422371,0
0.95,DS03,10,1000,6,0.0042126536846438,0.68144561944563,0.685658273130274,0
0.95,DS03,100,0.001,6,0.441765708117185,-0.642164730213787,-0.200399022096603,0
0.95,DS03,100,0.00316227766016838,6,0.442890262792716,-0.642148443699643,-0.199258180906927,0
0.95,DS03,100,0.01,6,0.447515393682115,-0.642096943964041,-0.194581550281927,0
0.95,DS03,100,0.0316227766016838,6,0.462059500523948,-0.641934114937406,-0.179874614413459,0
0.95,DS03,100,0.1,6,0.45676411212765,-0.626263520605903,-0.169499408478252,0
0.95,DS03,100,0.316227766016838,6,0.171110127047546,-0.0308233371443592,0.140286789903187,0
0.95,DS03,100,1,6,0.0303367175057316,0.563129978828552,0.593466696334284,0
0.95,DS03,100,3.16227766016838,6,0.0162100440399796,0.853191762776418,0.869401806816397,0
0.95,DS03,100,10,6,0.0173007267522787,0.920269459725437,0.937570186477716,0
0.95,DS03,100,31.6227766016838,6,0.00985225430452556,0.942056826914742,0.951909081219268,0
0.95,DS03,100,100,6,-0.00531879852133096,0.946559889542844,0.941241091021513,0
0.95,DS03,100,316.227766016838,6,-0.00278213340074595,0.865229699873716,0.86244756647297,0
0.95,DS03,100,1000,6,0.0041215664513705,0.680803771040321,0.684925337491692,0
0.95,DS03,1000,0.001,6,0.442150301169531,-0.642137020711708,-0.199986719542178,0
0.95,DS03,1000,0.00316227766016838,6,0.443274593524249,-0.642120735144329,-0.19884614162008,0
0.95,DS03,1000,0.01,6,0.447833392765254,-0.642069238402446,-0.194235845637193,0
0.95,DS03,1000,0.0316227766016838,6,0.461361914097727,-0.641906418840724,-0.180544504742997,0
0.95,DS03,1000,0.1,6,0.456496881371069,-0.626248591120451,-0.169751709749383,0
0.95,DS03,1000,0.316227766016838,6,0.170625288327922,-0.0309783559500578,0.139646932377865,0
0.95,DS03,1000,1,6,0.0306053164332414,0.56270869959022,0.593314016023461,0
0.95,DS03,1000,3.16227766016838,6,0.0160977721122937,0.852975186862118,0.869072958974412,0
0.95,DS03,1000,10,6,0.0172660487503727,0.920227876385432,0.937493925135805,0
0.95,DS03,1000,31.6227766016838,6,0.00985227399565883,0.942036215811217,0.951888489806876,0
0.95,DS03,1000,100,6,-0.00532528905418787,0.946545570189113,0.941220281134925,0
0.95,DS03,1000,316.227766016838,6,-0.00278395630965311,0.865212714742424,0.862428758432771,0
0.95,DS03,1000,1000,6,0.00412074358266351,0.680795622375242,0.684916365957905,0
