subset,unit,cycle,arm,parameter,is_fault,theta_pct
DS03,13,61,truth,LPT_flow_mod,1,-0.2812765
DS03,13,62,truth,LPT_flow_mod,1,-0.276941
DS03,13,63,truth,LPT_flow_mod,1,-0.3339856
DS03,13,64,truth,LPT_flow_mod,1,-0.3260544
DS03,13,65,truth,LPT_flow_mod,1,-0.3629744
DS03,13,66,truth,LPT_flow_mod,1,-0.3829683
DS03,13,67,truth,LPT_flow_mod,1,-0.3891946
DS03,13,68,truth,LPT_flow_mod,1,-0.4286168
DS03,13,69,truth,LPT_flow_mod,1,-0.3950612
DS03,13,70,truth,LPT_flow_mod,1,-0.4643019
DS03,13,71,truth,LPT_flow_mod,1,-0.4280037
DS03,13,72,truth,LPT_flow_mod,1,-0.4557656
DS03,13,73,truth,LPT_flow_mod,1,-0.4471136
DS03,13,74,truth,LPT_flow_mod,1,-0.5008867
DS03,13,75,truth,LPT_flow_mod,1,-0.4998271
DS03,13,76,truth,LPT_flow_mod,1,-0.5600083
DS03,13,77,truth,LPT_flow_mod,1,-0.5203989
DS03,13,1,truth,LPC_eff_mod,0,0
DS03,13,2,truth,LPC_eff_mod,0,0
DS03,13,3,truth,LPC_eff_mod,0,0
DS03,13,4,truth,LPC_eff_mod,0,0
DS03,13,5,truth,LPC_eff_mod,0,0
DS03,13,6,truth,LPC_eff_mod,0,0
DS03,13,7,truth,LPC_eff_mod,0,0
DS03,13,8,truth,LPC_eff_mod,0,0
DS03,13,9,truth,LPC_eff_mod,0,0
DS03,13,10,truth,LPC_eff_mod,0,0
DS03,13,11,truth,LPC_eff_mod,0,0
DS03,13,12,truth,LPC_eff_mod,0,0
DS03,13,13,truth,LPC_eff_mod,0,0
DS03,13,14,truth,LPC_eff_mod,0,0
DS03,13,15,truth,LPC_eff_mod,0,0
DS03,13,16,truth,LPC_eff_mod,0,0
DS03,13,17,truth,LPC_eff_mod,0,0
DS03,13,18,truth,LPC_eff_mod,0,0
DS03,13,19,truth,LPC_eff_mod,0,0
DS03,13,20,truth,LPC_eff_mod,0,0
DS03,13,21,truth,LPC_eff_mod,0,0
DS03,13,22,truth,LPC_eff_mod,0,0
DS03,13,23,truth,LPC_eff_mod,0,0
DS03,13,24,truth,LPC_eff_mod,0,0
DS03,13,25,truth,LPC_eff_mod,0,0
DS03,13,26,truth,LPC_eff_mod,0,0
DS03,13,27,truth,LPC_eff_mod,0,0
DS03,13,28,truth,LPC_eff_mod,0,0
DS03,13,29,truth,LPC_eff_mod,0,0
DS03,13,30,truth,LPC_eff_mod,0,0
DS03,13,31,truth,LPC_eff_mod,0,0
DS03,13,32,truth,LPC_eff_mod,0,0
DS03,13,33,truth,LPC_eff_mod,0,0
DS03,13,34,truth,LPC_eff_mod,0,0
DS03,13,35,truth,LPC_eff_mod,0,0
DS03,13,36,truth,LPC_eff_mod,0,0
DS03,13,37,truth,LPC_eff_mod,0,0
DS03,13,38,truth,LPC_eff_mod,0,0
DS03,13,39,truth,LPC_eff_mod,0,0
DS03,13,40,truth,LPC_eff_mod,0,0
DS03,13,41,truth,LPC_eff_mod,0,0
DS03,13,42,truth,LPC_eff_mod,0,0
DS03,13,43,truth,LPC_eff_mod,0,0
DS03,13,44,truth,LPC_eff_mod,0,0
DS03,13,45,truth,LPC_eff_mod,0,0
DS03,13,46,truth,LPC_eff_mod,0,0
DS03,13,47,truth,LPC_eff_mod,0,0
DS03,13,48,truth,LPC_eff_mod,0,0
DS03,13,49,truth,LPC_eff_mod,0,0
DS03,13,50,truth,LPC_eff_mod,0,0
DS03,13,51,truth,LPC_eff_mod,0,0
DS03,13,52,truth,LPC_eff_mod,0,0
DS03,13,53,truth,LPC_eff_mod,0,0
DS03,13,54,truth,LPC_eff_mod,0,0
DS03,13,55,truth,LPC_eff_mod,0,0
DS03,13,56,truth,LPC_eff_mod,0,0
DS03,13,57,truth,LPC_eff_mod,0,0
DS03,13,58,truth,LPC_eff_mod,0,0
DS03,13,59,truth,LPC_eff_mod,0,0
DS03,13,60,truth,LPC_eff_mod,0,0
DS03,13,61,truth,LPC_eff_mod,0,0
DS03,13,62,truth,LPC_eff_mod,0,0
DS03,13,63,truth,LPC_eff_mod,0,0
DS03,13,64,truth,LPC_eff_mod,0,0
DS03,13,65,truth,LPC_eff_mod,0,0
DS03,13,66,truth,LPC_eff_mod,0,0
DS03,13,67,truth,LPC_eff_mod,0,0
DS03,13,68,truth,LPC_eff_mod,0,0
DS03,13,69,truth,LPC_eff_mod,0,0
DS03,13,70,truth,LPC_eff_mod,0,0
DS03,13,71,truth,LPC_eff_mod,0,0
DS03,13,72,truth,LPC_eff_mod,0,0
DS03,13,73,truth,LPC_eff_mod,0,0
DS03,13,74,truth,LPC_eff_mod,0,0
DS03,13,75,truth,LPC_eff_mod,0,0
DS03,13,76,truth,LPC_eff_mod,0,0
DS03,13,77,truth,LPC_eff_mod,0,0
DS03,13,1,truth,LPC_flow_mod,0,0
DS03,13,2,truth,LPC_flow_mod,0,0
DS03,13,3,truth,LPC_flow_mod,0,0
DS03,13,4,truth,LPC_flow_mod,0,0
DS03,13,5,truth,LPC_flow_mod,0,0
DS03,13,6,truth,LPC_flow_mod,0,0
DS03,13,7,truth,LPC_flow_mod,0,0
DS03,13,8,truth,LPC_flow_mod,0,0
DS03,13,9,truth,LPC_flow_mod,0,0
DS03,13,10,truth,LPC_flow_mod,0,0
DS03,13,11,truth,LPC_flow_mod,0,0
DS03,13,12,truth,LPC_flow_mod,0,0
DS03,13,13,truth,LPC_flow_mod,0,0
DS03,13,14,truth,LPC_flow_mod,0,0
DS03,13,15,truth,LPC_flow_mod,0,0
DS03,13,16,truth,LPC_flow_mod,0,0
DS03,13,17,truth,LPC_flow_mod,0,0
DS03,13,18,truth,LPC_flow_mod,0,0
DS03,13,19,truth,LPC_flow_mod,0,0
DS03,13,20,truth,LPC_flow_mod,0,0
DS03,13,21,truth,LPC_flow_mod,0,0
DS03,13,22,truth,LPC_flow_mod,0,0
DS03,13,23,truth,LPC_flow_mod,0,0
DS03,13,24,truth,LPC_flow_mod,0,0
DS03,13,25,truth,LPC_flow_mod,0,0
DS03,13,26,truth,LPC_flow_mod,0,0
DS03,13,27,truth,LPC_flow_mod,0,0
DS03,13,28,truth,LPC_flow_mod,0,0
DS03,13,29,truth,LPC_flow_mod,0,0
DS03,13,30,truth,LPC_flow_mod,0,0
DS03,13,31,truth,LPC_flow_mod,0,0
DS03,13,32,truth,LPC_flow_mod,0,0
DS03,13,33,truth,LPC_flow_mod,0,0
DS03,13,34,truth,LPC_flow_mod,0,0
DS03,13,35,truth,LPC_flow_mod,0,0
DS03,13,36,truth,LPC_flow_mod,0,0
DS03,13,37,truth,LPC_flow_mod,0,0
DS03,13,38,truth,LPC_flow_mod,0,0
DS03,13,39,truth,LPC_flow_mod,0,0
DS03,13,40,truth,LPC_flow_mod,0,0
DS03,13,41,truth,LPC_flow_mod,0,0
DS03,13,42,truth,LPC_flow_mod,0,0
DS03,13,43,truth,LPC_flow_mod,0,0
DS03,13,44,truth,LPC_flow_mod,0,0
DS03,13,45,truth,LPC_flow_mod,0,0
DS03,13,46,truth,LPC_flow_mod,0,0
DS03,13,47,truth,LPC_flow_mod,0,0
DS03,13,48,truth,LPC_flow_mod,0,0
DS03,13,49,truth,LPC_flow_mod,0,0
DS03,13,50,truth,LPC_flow_mod,0,0
DS03,13,51,truth,LPC_flow_mod,0,0
DS03,13,52,truth,LPC_flow_mod,0,0
DS03,13,53,truth,LPC_flow_mod,0,0
DS03,13,54,truth,LPC_flow_mod,0,0
DS03,13,55,truth,LPC_flow_mod,0,0
DS03,13,56,truth,LPC_flow_mod,0,0
DS03,13,57,truth,LPC_flow_mod,0,0
DS03,13,58,truth,LPC_flow_mod,0,0
DS03,13,59,truth,LPC_flow_mod,0,0
DS03,13,60,truth,LPC_flow_mod,0,0
DS03,13,61,truth,LPC_flow_mod,0,0
DS03,13,62,truth,LPC_flow_mod,0,0
DS03,13,63,truth,LPC_flow_mod,0,0
DS03,13,64,truth,LPC_flow_mod,0,0
DS03,13,65,truth,LPC_flow_mod,0,0
DS03,13,66,truth,LPC_flow_mod,0,0
DS03,13,67,truth,LPC_flow_mod,0,0
DS03,13,68,truth,LPC_flow_mod,0,0
DS03,13,69,truth,LPC_flow_mod,0,0
DS03,13,70,truth,LPC_flow_mod,0,0
DS03,13,71,truth,LPC_flow_mod,0,0
DS03,13,72,truth,LPC_flow_mod,0,0
DS03,13,73,truth,LPC_flow_mod,0,0
DS03,13,74,truth,LPC_flow_mod,0,0
DS03,13,75,truth,LPC_flow_mod,0,0
DS03,13,76,truth,LPC_flow_mod,0,0
DS03,13,77,truth,LPC_flow_mod,0,0
DS03,13,1,D,HPT_eff_mod,1,-0
DS03,13,2,D,HPT_eff_mod,1,-0
DS03,13,3,D,HPT_eff_mod,1,-0
DS03,13,4,D,HPT_eff_mod,1,-0.0007080688
DS03,13,5,D,HPT_eff_mod,1,-0.0007080688
DS03,13,6,D,HPT_eff_mod,1,-0.0007080688
DS03,13,7,D,HPT_eff_mod,1,-0.006965285
DS03,13,8,D,HPT_eff_mod,1,-0.006965285
DS03,13,9,D,HPT_eff_mod,1,-0.00706131
DS03,13,10,D,HPT_eff_mod,1,-0.02210013
DS03,13,11,D,HPT_eff_mod,1,-0.02210013
DS03,13,12,D,HPT_eff_mod,1,-0.02613629
DS03,13,13,D,HPT_eff_mod,1,-0.02613629
DS03,13,14,D,HPT_eff_mod,1,-0.02613629
DS03,13,15,D,HPT_eff_mod,1,-0.02613629
DS03,13,16,D,HPT_eff_mod,1,-0.0291625
DS03,13,17,D,HPT_eff_mod,1,-0.0291625
DS03,13,18,D,HPT_eff_mod,1,-0.03205746
DS03,13,19,D,HPT_eff_mod,1,-0.04001138
DS03,13,20,D,HPT_eff_mod,1,-0.04001138
DS03,13,21,D,HPT_eff_mod,1,-0.04001138
DS03,13,22,D,HPT_eff_mod,1,-0.04666219
DS03,13,23,D,HPT_eff_mod,1,-0.04666219
DS03,13,24,D,HPT_eff_mod,1,-0.04666219
DS03,13,25,D,HPT_eff_mod,1,-0.04818961
DS03,13,26,D,HPT_eff_mod,1,-0.05023839
DS03,13,27,D,HPT_eff_mod,1,-0.05023839
DS03,13,28,D,HPT_eff_mod,1,-0.05023839
DS03,13,29,D,HPT_eff_mod,1,-0.05023839
DS03,13,30,D,HPT_eff_mod,1,-0.05628592
DS03,13,31,D,HPT_eff_mod,1,-0.06197879
DS03,13,32,D,HPT_eff_mod,1,-0.06584549
DS03,13,33,D,HPT_eff_mod,1,-0.08515071
DS03,13,34,D,HPT_eff_mod,1,-0.08515071
DS03,13,35,D,HPT_eff_mod,1,-0.08515071
DS03,13,36,D,HPT_eff_mod,1,-0.08515071
DS03,13,37,D,HPT_eff_mod,1,-0.093954
DS03,13,38,D,HPT_eff_mod,1,-0.093954
DS03,13,39,D,HPT_eff_mod,1,-0.09724303
DS03,13,40,D,HPT_eff_mod,1,-0.09724303
DS03,13,41,D,HPT_eff_mod,1,-0.09724303
DS03,13,42,D,HPT_eff_mod,1,-0.1273612
DS03,13,43,D,HPT_eff_mod,1,-0.1356915
DS03,13,44,D,HPT_eff_mod,1,-0.1374687
DS03,13,45,D,HPT_eff_mod,1,-0.14837
DS03,13,46,D,HPT_eff_mod,1,-0.14837
DS03,13,47,D,HPT_eff_mod,1,-0.1750571
DS03,13,48,D,HPT_eff_mod,1,-0.2101386
DS03,13,49,D,HPT_eff_mod,1,-0.2101386
DS03,13,50,D,HPT_eff_mod,1,-0.2226691
DS03,13,51,D,HPT_eff_mod,1,-0.2226691
DS03,13,52,D,HPT_eff_mod,1,-0.2226691
DS03,13,53,D,HPT_eff_mod,1,-0.2461817
DS03,13,54,D,HPT_eff_mod,1,-0.2461817
DS03,13,55,D,HPT_eff_mod,1,-0.2461817
DS03,13,56,D,HPT_eff_mod,1,-0.2461817
DS03,13,57,D,HPT_eff_mod,1,-0.2948996
DS03,13,58,D,HPT_eff_mod,1,-0.2948996
DS03,13,59,D,HPT_eff_mod,1,-0.2948996
DS03,13,60,D,HPT_eff_mod,1,-0.2985161
DS03,13,61,D,HPT_eff_mod,1,-0.3446123
DS03,13,62,D,HPT_eff_mod,1,-0.3708071
DS03,13,63,D,HPT_eff_mod,1,-0.3825575
DS03,13,64,D,HPT_eff_mod,1,-0.3825575
DS03,13,65,D,HPT_eff_mod,1,-0.4429926
DS03,13,66,D,HPT_eff_mod,1,-0.4429926
DS03,13,67,D,HPT_eff_mod,1,-0.4885611
DS03,13,68,D,HPT_eff_mod,1,-0.4885611
DS03,13,69,D,HPT_eff_mod,1,-0.5250018
DS03,13,70,D,HPT_eff_mod,1,-0.5627919
DS03,13,71,D,HPT_eff_mod,1,-0.5627919
DS03,13,72,D,HPT_eff_mod,1,-0.5745299
DS03,13,73,D,HPT_eff_mod,1,-0.6446756
DS03,13,74,D,HPT_eff_mod,1,-0.6843951
DS03,13,75,D,HPT_eff_mod,1,-0.7272025
DS03,13,76,D,HPT_eff_mod,1,-0.7272025
DS03,13,77,D,HPT_eff_mod,1,-0.7609205
DS03,13,1,D,fan_eff_mod,0,-0
DS03,13,2,D,fan_eff_mod,0,-0
DS03,13,3,D,fan_eff_mod,0,-0
DS03,13,4,D,fan_eff_mod,0,-0
DS03,13,5,D,fan_eff_mod,0,-0
DS03,13,6,D,fan_eff_mod,0,-0
DS03,13,7,D,fan_eff_mod,0,-0
DS03,13,8,D,fan_eff_mod,0,-0
DS03,13,9,D,fan_eff_mod,0,-0
DS03,13,10,D,fan_eff_mod,0,-0
DS03,13,11,D,fan_eff_mod,0,-0
DS03,13,12,D,fan_eff_mod,0,-0
DS03,13,13,D,fan_eff_mod,0,-0
DS03,13,14,D,fan_eff_mod,0,-0
DS03,13,15,D,fan_eff_mod,0,-0
DS03,13,16,D,fan_eff_mod,0,-0
DS03,13,17,D,fan_eff_mod,0,-0
DS03,13,18,D,fan_eff_mod,0,-0
DS03,13,19,D,fan_eff_mod,0,-0
DS03,13,20,D,fan_eff_mod,0,-0
DS03,13,21,D,fan_eff_mod,0,-0
DS03,13,22,D,fan_eff_mod,0,-0
DS03,13,23,D,fan_eff_mod,0,-0
DS03,13,24,D,fan_eff_mod,0,-0
DS03,13,25,D,fan_eff_mod,0,-0
DS03,13,26,D,fan_eff_mod,0,-0
DS03,13,27,D,fan_eff_mod,0,-0
DS03,13,28,D,fan_eff_mod,0,-0
DS03,13,29,D,fan_eff_mod,0,-0
DS03,13,30,D,fan_eff_mod,0,-0
DS03,13,31,D,fan_eff_mod,0,-0
DS03,13,32,D,fan_eff_mod,0,-0
DS03,13,33,D,fan_eff_mod,0,-0
DS03,13,34,D,fan_eff_mod,0,-0
DS03,13,35,D,fan_eff_mod,0,-0.007056811
DS03,13,36,D,fan_eff_mod,0,-0.007056811
DS03,13,37,D,fan_eff_mod,0,-0.007056811
DS03,13,38,D,fan_eff_mod,0,-0.007056811
DS03,13,39,D,fan_eff_mod,0,-0.0239041
DS03,13,40,D,fan_eff_mod,0,-0.0239041
DS03,13,41,D,fan_eff_mod,0,-0.0239041
DS03,13,42,D,fan_eff_mod,0,-0.0239041
DS03,13,43,D,fan_eff_mod,0,-0.0239041
DS03,13,44,D,fan_eff_mod,0,-0.0239041
DS03,13,45,D,fan_eff_mod,0,-0.0239041
DS03,13,46,D,fan_eff_mod,0,-0.0239041
DS03,13,47,D,fan_eff_mod,0,-0.0239041
DS03,13,48,D,fan_eff_mod,0,-0.0239041
DS03,13,49,D,fan_eff_mod,0,-0.0239041
DS03,13,50,D,fan_eff_mod,0,-0.0239041
DS03,13,51,D,fan_eff_mod,0,-0.0239041
DS03,13,52,D,fan_eff_mod,0,-0.0239041
DS03,13,53,D,fan_eff_mod,0,-0.0239041
DS03,13,54,D,fan_eff_mod,0,-0.02919103
DS03,13,55,D,fan_eff_mod,0,-0.02919103
DS03,13,56,D,fan_eff_mod,0,-0.05645269
DS03,13,57,D,fan_eff_mod,0,-0.05844567
DS03,13,58,D,fan_eff_mod,0,-0.05844567
DS03,13,59,D,fan_eff_mod,0,-0.05844567
DS03,13,60,D,fan_eff_mod,0,-0.05844567
DS03,13,61,D,fan_eff_mod,0,-0.05844567
DS03,13,62,D,fan_eff_mod,0,-0.06548601
DS03,13,63,D,fan_eff_mod,0,-0.06548601
DS03,13,64,D,fan_eff_mod,0,-0.06548601
DS03,13,65,D,fan_eff_mod,0,-0.07598014
DS03,13,66,D,fan_eff_mod,0,-0.07598014
DS03,13,67,D,fan_eff_mod,0,-0.1075847
DS03,13,68,D,fan_eff_mod,0,-0.1075847
DS03,13,69,D,fan_eff_mod,0,-0.1075847
DS03,13,70,D,fan_eff_mod,0,-0.1308946
DS03,13,71,D,fan_eff_mod,0,-0.1308946
DS03,13,72,D,fan_eff_mod,0,-0.1508839
DS03,13,73,D,fan_eff_mod,0,-0.1625668
DS03,13,74,D,fan_eff_mod,0,-0.2083237
DS03,13,75,D,fan_eff_mod,0,-0.208993
DS03,13,76,D,fan_eff_mod,0,-0.208993
DS03,13,77,D,fan_eff_mod,0,-0.2174143
DS03,13,1,D,fan_flow_mod,0,-0
DS03,13,2,D,fan_flow_mod,0,-0
DS03,13,3,D,fan_flow_mod,0,-0
DS03,13,4,D,fan_flow_mod,0,-0
DS03,13,5,D,fan_flow_mod,0,-0
DS03,13,6,D,fan_flow_mod,0,-0
DS03,13,7,D,fan_flow_mod,0,-0
DS03,13,8,D,fan_flow_mod,0,-0
DS03,13,9,D,fan_flow_mod,0,-0
DS03,13,10,D,fan_flow_mod,0,-0
DS03,13,11,D,fan_flow_mod,0,-0
DS03,13,12,D,fan_flow_mod,0,-0
DS03,13,13,D,fan_flow_mod,0,-0
DS03,13,14,D,fan_flow_mod,0,-0
DS03,13,15,D,fan_flow_mod,0,-0
DS03,13,16,D,fan_flow_mod,0,-0
DS03,13,17,D,fan_flow_mod,0,-0
DS03,13,18,D,fan_flow_mod,0,-0
DS03,13,19,D,fan_flow_mod,0,-0
DS03,13,20,D,fan_flow_mod,0,-0
DS03,13,21,D,fan_flow_mod,0,-0
DS03,13,22,D,fan_flow_mod,0,-0
DS03,13,23,D,fan_flow_mod,0,-0
DS03,13,24,D,fan_flow_mod,0,-0
DS03,13,25,D,fan_flow_mod,0,-0
DS03,13,26,D,fan_flow_mod,0,-0
DS03,13,27,D,fan_flow_mod,0,-0
DS03,13,28,D,fan_flow_mod,0,-0
DS03,13,29,D,fan_flow_mod,0,-0
DS03,13,30,D,fan_flow_mod,0,-0
DS03,13,31,D,fan_flow_mod,0,-0
DS03,13,32,D,fan_flow_mod,0,-0
DS03,13,33,D,fan_flow_mod,0,-0
DS03,13,34,D,fan_flow_mod,0,-0
DS03,13,35,D,fan_flow_mod,0,-0
DS03,13,36,D,fan_flow_mod,0,-0
DS03,13,37,D,fan_flow_mod,0,-0
DS03,13,38,D,fan_flow_mod,0,-0
DS03,13,39,D,fan_flow_mod,0,-0
DS03,13,40,D,fan_flow_mod,0,-0
DS03,13,41,D,fan_flow_mod,0,-0
DS03,13,42,D,fan_flow_mod,0,-0
DS03,13,43,D,fan_flow_mod,0,-0
DS03,13,44,D,fan_flow_mod,0,-0
DS03,13,45,D,fan_flow_mod,0,-0
DS03,13,46,D,fan_flow_mod,0,-0
DS03,13,47,D,fan_flow_mod,0,-0
DS03,13,48,D,fan_flow_mod,0,-0
DS03,13,49,D,fan_flow_mod,0,-0
DS03,13,50,D,fan_flow_mod,0,-0
DS03,13,51,D,fan_flow_mod,0,-0
DS03,13,52,D,fan_flow_mod,0,-0
DS03,13,53,D,fan_flow_mod,0,-0
DS03,13,54,D,fan_flow_mod,0,-0
DS03,13,55,D,fan_flow_mod,0,-0
DS03,13,56,D,fan_flow_mod,0,-0
DS03,13,57,D,fan_flow_mod,0,-0
DS03,13,58,D,fan_flow_mod,0,-0
DS03,13,59,D,fan_flow_mod,0,-0
DS03,13,60,D,fan_flow_mod,0,-0
DS03,13,61,D,fan_flow_mod,0,-0
DS03,13,62,D,fan_flow_mod,0,-0
DS03,13,63,D,fan_flow_mod,0,-0
DS03,13,64,D,fan_flow_mod,0,-0
DS03,13,65,D,fan_flow_mod,0,-0
DS03,13,66,D,fan_flow_mod,0,-0
DS03,13,67,D,fan_flow_mod,0,-0
DS03,13,68,D,fan_flow_mod,0,-0
DS03,13,69,D,fan_flow_mod,0,-0
DS03,13,70,D,fan_flow_mod,0,-0
DS03,13,71,D,fan_flow_mod,0,-0
DS03,13,72,D,fan_flow_mod,0,-0
DS03,13,73,D,fan_flow_mod,0,-0
DS03,13,74,D,fan_flow_mod,0,-0
DS03,13,75,D,fan_flow_mod,0,-0
DS03,13,76,D,fan_flow_mod,0,-0
DS03,13,77,D,fan_flow_mod,0,-0
DS03,13,1,D,HPC_eff_mod,0,-0
DS03,13,2,D,HPC_eff_mod,0,-0
DS03,13,3,D,HPC_eff_mod,0,-0
DS03,13,4,D,HPC_eff_mod,0,-0
DS03,13,5,D,HPC_eff_mod,0,-0
DS03,13,6,D,HPC_eff_mod,0,-0
DS03,13,7,D,HPC_eff_mod,0,-0
DS03,13,8,D,HPC_eff_mod,0,-0
DS03,13,9,D,HPC_eff_mod,0,-0
DS03,13,10,D,HPC_eff_mod,0,-0
DS03,13,11,D,HPC_eff_mod,0,-0
DS03,13,12,D,HPC_eff_mod,0,-0
DS03,13,13,D,HPC_eff_mod,0,-0
DS03,13,14,D,HPC_eff_mod,0,-0
DS03,13,15,D,HPC_eff_mod,0,-0
DS03,13,16,D,HPC_eff_mod,0,-0
DS03,13,17,D,HPC_eff_mod,0,-0
DS03,13,18,D,HPC_eff_mod,0,-0
DS03,13,19,D,HPC_eff_mod,0,-0
DS03,13,20,D,HPC_eff_mod,0,-0
DS03,13,21,D,HPC_eff_mod,0,-0
DS03,13,22,D,HPC_eff_mod,0,-0
DS03,13,23,D,HPC_eff_mod,0,-0
DS03,13,24,D,HPC_eff_mod,0,-0
DS03,13,25,D,HPC_eff_mod,0,-0
DS03,13,26,D,HPC_eff_mod,0,-0
DS03,13,27,D,HPC_eff_mod,0,-0
DS03,13,28,D,HPC_eff_mod,0,-0
DS03,13,29,D,HPC_eff_mod,0,-0
DS03,13,30,D,HPC_eff_mod,0,-0
DS03,13,31,D,HPC_eff_mod,0,-0
DS03,13,32,D,HPC_eff_mod,0,-0
DS03,13,33,D,HPC_eff_mod,0,-0
DS03,13,34,D,HPC_eff_mod,0,-0
DS03,13,35,D,HPC_eff_mod,0,-0
DS03,13,36,D,HPC_eff_mod,0,-0
DS03,13,37,D,HPC_eff_mod,0,-0
DS03,13,38,D,HPC_eff_mod,0,-0
DS03,13,39,D,HPC_eff_mod,0,-0
DS03,13,40,D,HPC_eff_mod,0,-0
DS03,13,41,D,HPC_eff_mod,0,-0
DS03,13,42,D,HPC_eff_mod,0,-0
DS03,13,43,D,HPC_eff_mod,0,-0
DS03,13,44,D,HPC_eff_mod,0,-0
DS03,13,45,D,HPC_eff_mod,0,-0
DS03,13,46,D,HPC_eff_mod,0,-0
DS03,13,47,D,HPC_eff_mod,0,-0
DS03,13,48,D,HPC_eff_mod,0,-0
DS03,13,49,D,HPC_eff_mod,0,-0
DS03,13,50,D,HPC_eff_mod,0,-0
DS03,13,51,D,HPC_eff_mod,0,-0
DS03,13,52,D,HPC_eff_mod,0,-0
DS03,13,53,D,HPC_eff_mod,0,-0
DS03,13,54,D,HPC_eff_mod,0,-0
DS03,13,55,D,HPC_eff_mod,0,-0
DS03,13,56,D,HPC_eff_mod,0,-0
DS03,13,57,D,HPC_eff_mod,0,-0.004770991
DS03,13,58,D,HPC_eff_mod,0,-0.004770991
DS03,13,59,D,HPC_eff_mod,0,-0.004770991
DS03,13,60,D,HPC_eff_mod,0,-0.004770991
DS03,13,61,D,HPC_eff_mod,0,-0.004770991
DS03,13,62,D,HPC_eff_mod,0,-0.004770991
DS03,13,63,D,HPC_eff_mod,0,-0.004770991
DS03,13,64,D,HPC_eff_mod,0,-0.004770991
DS03,13,65,D,HPC_eff_mod,0,-0.01302365
DS03,13,66,D,HPC_eff_mod,0,-0.01302365
DS03,13,67,D,HPC_eff_mod,0,-0.02450887
DS03,13,68,D,HPC_eff_mod,0,-0.02450887
DS03,13,69,D,HPC_eff_mod,0,-0.02450887
DS03,13,70,D,HPC_eff_mod,0,-0.02726689
DS03,13,71,D,HPC_eff_mod,0,-0.02726689
DS03,13,72,D,HPC_eff_mod,0,-0.02726689
DS03,13,73,D,HPC_eff_mod,0,-0.02726689
DS03,13,74,D,HPC_eff_mod,0,-0.03300012
DS03,13,75,D,HPC_eff_mod,0,-0.03300012
DS03,13,76,D,HPC_eff_mod,0,-0.03300012
DS03,13,77,D,HPC_eff_mod,0,-0.03871585
DS03,13,1,D,HPC_flow_mod,0,-0
DS03,13,2,D,HPC_flow_mod,0,-0
DS03,13,3,D,HPC_flow_mod,0,-0
DS03,13,4,D,HPC_flow_mod,0,-0
DS03,13,5,D,HPC_flow_mod,0,-0
DS03,13,6,D,HPC_flow_mod,0,-0
DS03,13,7,D,HPC_flow_mod,0,-0
DS03,13,8,D,HPC_flow_mod,0,-0
DS03,13,9,D,HPC_flow_mod,0,-0
DS03,13,10,D,HPC_flow_mod,0,-0
DS03,13,11,D,HPC_flow_mod,0,-0
DS03,13,12,D,HPC_flow_mod,0,-0
DS03,13,13,D,HPC_flow_mod,0,-0
DS03,13,14,D,HPC_flow_mod,0,-0
DS03,13,15,D,HPC_flow_mod,0,-0
DS03,13,16,D,HPC_flow_mod,0,-0
DS03,13,17,D,HPC_flow_mod,0,-0
DS03,13,18,D,HPC_flow_mod,0,-0
DS03,13,19,D,HPC_flow_mod,0,-0
DS03,13,20,D,HPC_flow_mod,0,-0
DS03,13,21,D,HPC_flow_mod,0,-0
DS03,13,22,D,HPC_flow_mod,0,-0
DS03,13,23,D,HPC_flow_mod,0,-0
DS03,13,24,D,HPC_flow_mod,0,-0
DS03,13,25,D,HPC_flow_mod,0,-0
DS03,13,26,D,HPC_flow_mod,0,-0
DS03,13,27,D,HPC_flow_mod,0,-0
DS03,13,28,D,HPC_flow_mod,0,-0
DS03,13,29,D,HPC_flow_mod,0,-0
DS03,13,30,D,HPC_flow_mod,0,-0
DS03,13,31,D,HPC_flow_mod,0,-0
DS03,13,32,D,HPC_flow_mod,0,-0
DS03,13,33,D,HPC_flow_mod,0,-0
DS03,13,34,D,HPC_flow_mod,0,-0
DS03,13,35,D,HPC_flow_mod,0,-0
DS03,13,36,D,HPC_flow_mod,0,-0
DS03,13,37,D,HPC_flow_mod,0,-0
DS03,13,38,D,HPC_flow_mod,0,-0
DS03,13,39,D,HPC_flow_mod,0,-0
DS03,13,40,D,HPC_flow_mod,0,-0
DS03,13,41,D,HPC_flow_mod,0,-0
DS03,13,42,D,HPC_flow_mod,0,-0
DS03,13,43,D,HPC_flow_mod,0,-0
DS03,13,44,D,HPC_flow_mod,0,-0
DS03,13,45,D,HPC_flow_mod,0,-0
DS03,13,46,D,HPC_flow_mod,0,-0
DS03,13,47,D,HPC_flow_mod,0,-0
DS03,13,48,D,HPC_flow_mod,0,-0
DS03,13,49,D,HPC_flow_mod,0,-0
DS03,13,50,D,HPC_flow_mod,0,-0
DS03,13,51,D,HPC_flow_mod,0,-0
DS03,13,52,D,HPC_flow_mod,0,-0
DS03,13,53,D,HPC_flow_mod,0,-0
DS03,13,54,D,HPC_flow_mod,0,-0
DS03,13,55,D,HPC_flow_mod,0,-0
DS03,13,56,D,HPC_flow_mod,0,-0
DS03,13,57,D,HPC_flow_mod,0,-0
DS03,13,58,D,HPC_flow_mod,0,-0
DS03,13,59,D,HPC_flow_mod,0,-0
DS03,13,60,D,HPC_flow_mod,0,-0
