subset,unit,cycle,lambda,parameter,theta_true_pct,theta_hat_pct
DS03,13,76,0.001,LPT_eff_mod,-2.01019033352595,-2.72531912388203
DS03,13,77,0.001,LPT_eff_mod,-2.13430592524594,-2.94654177731816
DS03,13,1,0.001,LPT_flow_mod,-0.00583373629774932,-0.000231999606241751
DS03,13,2,0.001,LPT_flow_mod,0.0113782083541085,-0.000231999606241751
DS03,13,3,0.001,LPT_flow_mod,-0.00554447205636142,-0.000231999606241751
DS03,13,4,0.001,LPT_flow_mod,-0.0143707645397315,-0.000231999606241751
DS03,13,5,0.001,LPT_flow_mod,-0.00529697050094111,-0.0071904167689454
DS03,13,6,0.001,LPT_flow_mod,-0.00416822778465252,-0.0071904167689454
DS03,13,7,0.001,LPT_flow_mod,-0.000435122402548712,-0.0374120608785914
DS03,13,8,0.001,LPT_flow_mod,-0.0209525987323811,-0.0406002602559194
DS03,13,9,0.001,LPT_flow_mod,-0.0212440246401466,-0.0406002602559194
DS03,13,10,0.001,LPT_flow_mod,-0.0109519462180656,-0.0663559449327549
DS03,13,11,0.001,LPT_flow_mod,-0.0325311184559162,-0.0663559449327549
DS03,13,12,0.001,LPT_flow_mod,-0.0331937324193791,-0.074083334954009
DS03,13,13,0.001,LPT_flow_mod,-0.00824084356979871,-0.074083334954009
DS03,13,14,0.001,LPT_flow_mod,-0.015312923026394,-0.074083334954009
DS03,13,15,0.001,LPT_flow_mod,-0.0303129486494709,-0.0776342582250545
DS03,13,16,0.001,LPT_flow_mod,-0.0470096243006098,-0.0921583681983119
DS03,13,17,0.001,LPT_flow_mod,-0.0108869808166023,-0.0921583681983119
DS03,13,18,0.001,LPT_flow_mod,-0.0424323829595938,-0.0921583681983119
DS03,13,19,0.001,LPT_flow_mod,-0.0542415831906138,-0.119849523383388
DS03,13,20,0.001,LPT_flow_mod,-0.0400086791054838,-0.119849523383388
DS03,13,21,0.001,LPT_flow_mod,-0.012456049598614,-0.119849523383388
DS03,13,22,0.001,LPT_flow_mod,-0.0559171972642848,-0.120735429150577
DS03,13,23,0.001,LPT_flow_mod,-0.036585647801371,-0.120735429150577
DS03,13,24,0.001,LPT_flow_mod,-0.0771420280650498,-0.147606471724957
DS03,13,25,0.001,LPT_flow_mod,-0.0576256659760118,-0.162349456274692
DS03,13,26,0.001,LPT_flow_mod,-0.0882937463864498,-0.162349456274692
DS03,13,27,0.001,LPT_flow_mod,-0.0736068518515338,-0.162349456274692
DS03,13,28,0.001,LPT_flow_mod,-0.0592223889384698,-0.162349456274692
DS03,13,29,0.001,LPT_flow_mod,-0.0971898420116578,-0.198772094489632
DS03,13,30,0.001,LPT_flow_mod,-0.0712085680910508,-0.203750061884149
DS03,13,31,0.001,LPT_flow_mod,-0.0671784309654678,-0.207369812878395
DS03,13,32,0.001,LPT_flow_mod,-0.0817856419566508,-0.211369020557867
DS03,13,33,0.001,LPT_flow_mod,-0.118535160214301,-0.257125623472606
DS03,13,34,0.001,LPT_flow_mod,-0.108262573642694,-0.257125623472606
DS03,13,35,0.001,LPT_flow_mod,-0.0808576522674268,-0.257125623472606
DS03,13,36,0.001,LPT_flow_mod,-0.0788630874108088,-0.257125623472606
DS03,13,37,0.001,LPT_flow_mod,-0.0750672591741988,-0.267649663536887
DS03,13,38,0.001,LPT_flow_mod,-0.106669746605588,-0.267649663536887
DS03,13,39,0.001,LPT_flow_mod,-0.0728116870975108,-0.267649663536887
DS03,13,40,0.001,LPT_flow_mod,-0.140813034632703,-0.367829640462425
DS03,13,41,0.001,LPT_flow_mod,-0.104209165248796,-0.367829640462425
DS03,13,42,0.001,LPT_flow_mod,-0.139632573593571,-0.405727963022305
DS03,13,43,0.001,LPT_flow_mod,-0.171114072606397,-0.452197452249259
DS03,13,44,0.001,LPT_flow_mod,-0.16321445200134,-0.452197452249259
DS03,13,45,0.001,LPT_flow_mod,-0.152882566413287,-0.470470651077069
DS03,13,46,0.001,LPT_flow_mod,-0.145048850097099,-0.470470651077069
DS03,13,47,0.001,LPT_flow_mod,-0.215057622155164,-0.533383793967055
DS03,13,48,0.001,LPT_flow_mod,-0.206191908166537,-0.599178578990279
DS03,13,49,0.001,LPT_flow_mod,-0.151547321552759,-0.599178578990279
DS03,13,50,0.001,LPT_flow_mod,-0.2546201709349,-0.657041738798397
DS03,13,51,0.001,LPT_flow_mod,-0.213003121696707,-0.657041738798397
DS03,13,52,0.001,LPT_flow_mod,-0.19932057036086,-0.657041738798397
DS03,13,53,0.001,LPT_flow_mod,-0.205299236860511,-0.694906536202198
DS03,13,54,0.001,LPT_flow_mod,-0.202059516035444,-0.694906536202198
DS03,13,55,0.001,LPT_flow_mod,-0.2764132593616,-0.797409020185159
DS03,13,56,0.001,LPT_flow_mod,-0.239949475213987,-0.797409020185159
DS03,13,57,0.001,LPT_flow_mod,-0.269312518325209,-0.896371140537898
DS03,13,58,0.001,LPT_flow_mod,-0.287672066117163,-0.896371140537898
DS03,13,59,0.001,LPT_flow_mod,-0.265378185589916,-0.896371140537898
DS03,13,60,0.001,LPT_flow_mod,-0.255786182643221,-0.903390457307063
DS03,13,61,0.001,LPT_flow_mod,-0.281276484094461,-1.00643343697406
DS03,13,62,0.001,LPT_flow_mod,-0.276941017194062,-1.06057946708232
DS03,13,63,0.001,LPT_flow_mod,-0.33398560314543,-1.08368888311997
DS03,13,64,0.001,LPT_flow_mod,-0.326054436948612,-1.11224678761051
DS03,13,65,0.001,LPT_flow_mod,-0.362974394261813,-1.26930267088041
DS03,13,66,0.001,LPT_flow_mod,-0.382968295462659,-1.26930267088041
DS03,13,67,0.001,LPT_flow_mod,-0.389194586628358,-1.3999263546921
DS03,13,68,0.001,LPT_flow_mod,-0.428616774958332,-1.4098774163321
DS03,13,69,0.001,LPT_flow_mod,-0.39506119169573,-1.49070678514674
DS03,13,70,0.001,LPT_flow_mod,-0.464301862690822,-1.57003422569493
DS03,13,71,0.001,LPT_flow_mod,-0.428003727809297,-1.57003422569493
DS03,13,72,0.001,LPT_flow_mod,-0.45576563419783,-1.64757261393599
DS03,13,73,0.001,LPT_flow_mod,-0.447113641921827,-1.79304081801053
DS03,13,74,0.001,LPT_flow_mod,-0.500886682220867,-1.87828564046097
DS03,13,75,0.001,LPT_flow_mod,-0.49982711699859,-1.9633948466388
DS03,13,76,0.001,LPT_flow_mod,-0.560008306996634,-2.05834500462984
DS03,13,77,0.001,LPT_flow_mod,-0.520398860615924,-2.12916495610233
DS03,13,1,0.001,LPC_eff_mod,0,-0
DS03,13,2,0.001,LPC_eff_mod,0,-0
DS03,13,3,0.001,LPC_eff_mod,0,-0
DS03,13,4,0.001,LPC_eff_mod,0,-0
DS03,13,5,0.001,LPC_eff_mod,0,-0
DS03,13,6,0.001,LPC_eff_mod,0,-0
DS03,13,7,0.001,LPC_eff_mod,0,-0
DS03,13,8,0.001,LPC_eff_mod,0,-0
DS03,13,9,0.001,LPC_eff_mod,0,-0
DS03,13,10,0.001,LPC_eff_mod,0,-0
DS03,13,11,0.001,LPC_eff_mod,0,-0
DS03,13,12,0.001,LPC_eff_mod,0,-0
DS03,13,13,0.001,LPC_eff_mod,0,-0
DS03,13,14,0.001,LPC_eff_mod,0,-0
DS03,13,15,0.001,LPC_eff_mod,0,-0
DS03,13,16,0.001,LPC_eff_mod,0,-0
DS03,13,17,0.001,LPC_eff_mod,0,-0
DS03,13,18,0.001,LPC_eff_mod,0,-0
DS03,13,19,0.001,LPC_eff_mod,0,-0
DS03,13,20,0.001,LPC_eff_mod,0,-0
DS03,13,21,0.001,LPC_eff_mod,0,-0
DS03,13,22,0.001,LPC_eff_mod,0,-0
DS03,13,23,0.001,LPC_eff_mod,0,-0
DS03,13,24,0.001,LPC_eff_mod,0,-0
DS03,13,25,0.001,LPC_eff_mod,0,-0
DS03,13,26,0.001,LPC_eff_mod,0,-0
DS03,13,27,0.001,LPC_eff_mod,0,-0
DS03,13,28,0.001,LPC_eff_mod,0,-0
DS03,13,29,0.001,LPC_eff_mod,0,-0
DS03,13,30,0.001,LPC_eff_mod,0,-0
DS03,13,31,0.001,LPC_eff_mod,0,-0
DS03,13,32,0.001,LPC_eff_mod,0,-0
DS03,13,33,0.001,LPC_eff_mod,0,-0
DS03,13,34,0.001,LPC_eff_mod,0,-0
DS03,13,35,0.001,LPC_eff_mod,0,-0
DS03,13,36,0.001,LPC_eff_mod,0,-0
DS03,13,37,0.001,LPC_eff_mod,0,-0
DS03,13,38,0.001,LPC_eff_mod,0,-0
DS03,13,39,0.001,LPC_eff_mod,0,-0
DS03,13,40,0.001,LPC_eff_mod,0,-0
DS03,13,41,0.001,LPC_eff_mod,0,-0
DS03,13,42,0.001,LPC_eff_mod,0,-0
DS03,13,43,0.001,LPC_eff_mod,0,-0
DS03,13,44,0.001,LPC_eff_mod,0,-0
DS03,13,45,0.001,LPC_eff_mod,0,-0.00653754619561439
DS03,13,46,0.001,LPC_eff_mod,0,-0.00653754619561439
DS03,13,47,0.001,LPC_eff_mod,0,-0.00653754619561439
DS03,13,48,0.001,LPC_eff_mod,0,-0.00653754619561439
DS03,13,49,0.001,LPC_eff_mod,0,-0.00653754619561439
DS03,13,50,0.001,LPC_eff_mod,0,-0.00653754619561439
DS03,13,51,0.001,LPC_eff_mod,0,-0.00653754619561439
DS03,13,52,0.001,LPC_eff_mod,0,-0.00653754619561439
DS03,13,53,0.001,LPC_eff_mod,0,-0.00653754619561439
DS03,13,54,0.001,LPC_eff_mod,0,-0.00653754619561439
DS03,13,55,0.001,LPC_eff_mod,0,-0.00653754619561439
DS03,13,56,0.001,LPC_eff_mod,0,-0.00653754619561439
DS03,13,57,0.001,LPC_eff_mod,0,-0.00653754619561439
DS03,13,58,0.001,LPC_eff_mod,0,-0.00653754619561439
DS03,13,59,0.001,LPC_eff_mod,0,-0.00653754619561439
DS03,13,60,0.001,LPC_eff_mod,0,-0.00653754619561439
DS03,13,61,0.001,LPC_eff_mod,0,-0.00653754619561439
DS03,13,62,0.001,LPC_eff_mod,0,-0.00653754619561439
DS03,13,63,0.001,LPC_eff_mod,0,-0.00653754619561439
DS03,13,64,0.001,LPC_eff_mod,0,-0.00653754619561439
DS03,13,65,0.001,LPC_eff_mod,0,-0.00653754619561439
DS03,13,66,0.001,LPC_eff_mod,0,-0.00653754619561439
DS03,13,67,0.001,LPC_eff_mod,0,-0.00653754619561439
DS03,13,68,0.001,LPC_eff_mod,0,-0.00653754619561439
DS03,13,69,0.001,LPC_eff_mod,0,-0.00653754619561439
DS03,13,70,0.001,LPC_eff_mod,0,-0.00653754619561439
DS03,13,71,0.001,LPC_eff_mod,0,-0.00653754619561439
DS03,13,72,0.001,LPC_eff_mod,0,-0.0211797446142546
DS03,13,73,0.001,LPC_eff_mod,0,-0.0402422379062913
DS03,13,74,0.001,LPC_eff_mod,0,-0.0437874441790838
DS03,13,75,0.001,LPC_eff_mod,0,-0.0574342635576726
DS03,13,76,0.001,LPC_eff_mod,0,-0.0574342635576726
DS03,13,77,0.001,LPC_eff_mod,0,-0.0574342635576726
DS03,13,1,0.001,LPC_flow_mod,0,-0
DS03,13,2,0.001,LPC_flow_mod,0,-0
DS03,13,3,0.001,LPC_flow_mod,0,-0
DS03,13,4,0.001,LPC_flow_mod,0,-0
DS03,13,5,0.001,LPC_flow_mod,0,-0
DS03,13,6,0.001,LPC_flow_mod,0,-0
DS03,13,7,0.001,LPC_flow_mod,0,-0
DS03,13,8,0.001,LPC_flow_mod,0,-0
DS03,13,9,0.001,LPC_flow_mod,0,-0
DS03,13,10,0.001,LPC_flow_mod,0,-0
DS03,13,11,0.001,LPC_flow_mod,0,-0
DS03,13,12,0.001,LPC_flow_mod,0,-0
DS03,13,13,0.001,LPC_flow_mod,0,-0
DS03,13,14,0.001,LPC_flow_mod,0,-0
DS03,13,15,0.001,LPC_flow_mod,0,-0
DS03,13,16,0.001,LPC_flow_mod,0,-0
DS03,13,17,0.001,LPC_flow_mod,0,-0
DS03,13,18,0.001,LPC_flow_mod,0,-0
DS03,13,19,0.001,LPC_flow_mod,0,-0
DS03,13,20,0.001,LPC_flow_mod,0,-0
DS03,13,21,0.001,LPC_flow_mod,0,-0
DS03,13,22,0.001,LPC_flow_mod,0,-0
DS03,13,23,0.001,LPC_flow_mod,0,-0
DS03,13,24,0.001,LPC_flow_mod,0,-0
DS03,13,25,0.001,LPC_flow_mod,0,-0
DS03,13,26,0.001,LPC_flow_mod,0,-0
DS03,13,27,0.001,LPC_flow_mod,0,-0
DS03,13,28,0.001,LPC_flow_mod,0,-0
DS03,13,29,0.001,LPC_flow_mod,0,-0
DS03,13,30,0.001,LPC_flow_mod,0,-0
DS03,13,31,0.001,LPC_flow_mod,0,-0
DS03,13,32,0.001,LPC_flow_mod,0,-0
DS03,13,33,0.001,LPC_flow_mod,0,-0
DS03,13,34,0.001,LPC_flow_mod,0,-0
DS03,13,35,0.001,LPC_flow_mod,0,-0
DS03,13,36,0.001,LPC_flow_mod,0,-0
DS03,13,37,0.001,LPC_flow_mod,0,-0
DS03,13,38,0.001,LPC_flow_mod,0,-0
DS03,13,39,0.001,LPC_flow_mod,0,-0
DS03,13,40,0.001,LPC_flow_mod,0,-0
DS03,13,41,0.001,LPC_flow_mod,0,-0
DS03,13,42,0.001,LPC_flow_mod,0,-0
DS03,13,43,0.001,LPC_flow_mod,0,-0
DS03,13,44,0.001,LPC_flow_mod,0,-0
DS03,13,45,0.001,LPC_flow_mod,0,-0
DS03,13,46,0.001,LPC_flow_mod,0,-0
DS03,13,47,0.001,LPC_flow_mod,0,-0
DS03,13,48,0.001,LPC_flow_mod,0,-0
DS03,13,49,0.001,LPC_flow_mod,0,-0
DS03,13,50,0.001,LPC_flow_mod,0,-0
DS03,13,51,0.001,LPC_flow_mod,0,-0
DS03,13,52,0.001,LPC_flow_mod,0,-0
DS03,13,53,0.001,LPC_flow_mod,0,-0
DS03,13,54,0.001,LPC_flow_mod,0,-0
DS03,13,55,0.001,LPC_flow_mod,0,-0
DS03,13,56,0.001,LPC_flow_mod,0,-0
DS03,13,57,0.001,LPC_flow_mod,0,-0
DS03,13,58,0.001,LPC_flow_mod,0,-0
DS03,13,59,0.001,LPC_flow_mod,0,-0
DS03,13,60,0.001,LPC_flow_mod,0,-0
DS03,13,61,0.001,LPC_flow_mod,0,-0
DS03,13,62,0.001,LPC_flow_mod,0,-0
DS03,13,63,0.001,LPC_flow_mod,0,-0
DS03,13,64,0.001,LPC_flow_mod,0,-0
DS03,13,65,0.001,LPC_flow_mod,0,-0
DS03,13,66,0.001,LPC_flow_mod,0,-0
DS03,13,67,0.001,LPC_flow_mod,0,-0
DS03,13,68,0.001,LPC_flow_mod,0,-0
DS03,13,69,0.001,LPC_flow_mod,0,-0
DS03,13,70,0.001,LPC_flow_mod,0,-0
DS03,13,71,0.001,LPC_flow_mod,0,-0.0288321989666975
DS03,13,72,0.001,LPC_flow_mod,0,-0.0288321989666975
DS03,13,73,0.001,LPC_flow_mod,0,-0.0288321989666975
DS03,13,74,0.001,LPC_flow_mod,0,-0.0288321989666975
DS03,13,75,0.001,LPC_flow_mod,0,-0.0288321989666975
DS03,13,76,0.001,LPC_flow_mod,0,-0.0288321989666975
DS03,13,77,0.001,LPC_flow_mod,0,-0.0288321989666975
DS03,13,1,31.6,HPT_eff_mod,-0.0147047418538638,-0
DS03,13,2,31.6,HPT_eff_mod,0.00900637378901299,-0
DS03,13,3,31.6,HPT_eff_mod,0.00569836806484819,-0
DS03,13,4,31.6,HPT_eff_mod,0.00604821038784819,-0.000708068800393212
DS03,13,5,31.6,HPT_eff_mod,-0.018303942060937,-0.000708068800393212
DS03,13,6,31.6,HPT_eff_mod,0.00698133242719638,-0.000708068800393212
DS03,13,7,31.6,HPT_eff_mod,-0.0241601339504382,-0.00696528517655726
DS03,13,8,31.6,HPT_eff_mod,-0.0209220896380462,-0.00696528517655726
DS03,13,9,31.6,HPT_eff_mod,0.000997083593210081,-0.00706130987285962
DS03,13,10,31.6,HPT_eff_mod,-0.0264109517488553,-0.0221001262040021
DS03,13,11,31.6,HPT_eff_mod,-0.00201793368174461,-0.0221001262040021
DS03,13,12,31.6,HPT_eff_mod,-0.0368909386598398,-0.0261362911021476
DS03,13,13,31.6,HPT_eff_mod,-0.0216615986774675,-0.0261362911021476
DS03,13,14,31.6,HPT_eff_mod,-0.0280196252328129,-0.0261362911021476
DS03,13,15,31.6,HPT_eff_mod,-0.0173712607138065,-0.0261362911021476
DS03,13,16,31.6,HPT_eff_mod,-0.0101535361162588,-0.0291624993662707
DS03,13,17,31.6,HPT_eff_mod,-0.0195849047586641,-0.0291624993662707
DS03,13,18,31.6,HPT_eff_mod,-0.0253166411398631,-0.032057456220197
DS03,13,19,31.6,HPT_eff_mod,-0.0511151518156348,-0.0400113830476483
DS03,13,20,31.6,HPT_eff_mod,-0.0295718399907249,-0.0400113830476483
DS03,13,21,31.6,HPT_eff_mod,-0.0346271565355132,-0.0400113830476483
DS03,13,22,31.6,HPT_eff_mod,-0.0448556074114059,-0.0466621836575567
DS03,13,23,31.6,HPT_eff_mod,-0.0389581368487327,-0.0466621836575567
DS03,13,24,31.6,HPT_eff_mod,-0.0332577138983749,-0.0466621836575567
DS03,13,25,31.6,HPT_eff_mod,-0.031921526358989,-0.0481896095143239
DS03,13,26,31.6,HPT_eff_mod,-0.0440119796655307,-0.0502383860365325
DS03,13,27,31.6,HPT_eff_mod,-0.0396521475450058,-0.0502383860365325
DS03,13,28,31.6,HPT_eff_mod,-0.0459285235905328,-0.0502383860365325
DS03,13,29,31.6,HPT_eff_mod,-0.0547449423535588,-0.0502383860365325
DS03,13,30,31.6,HPT_eff_mod,-0.0627844151037848,-0.0562859177727308
DS03,13,31,31.6,HPT_eff_mod,-0.0713971585523208,-0.0619787936788377
DS03,13,32,31.6,HPT_eff_mod,-0.0747140657696638,-0.0658454904901492
DS03,13,33,31.6,HPT_eff_mod,-0.0794564364144498,-0.0851507080241961
DS03,13,34,31.6,HPT_eff_mod,-0.0912502248417318,-0.0851507080241961
DS03,13,35,31.6,HPT_eff_mod,-0.0884838048304898,-0.0851507080241961
DS03,13,36,31.6,HPT_eff_mod,-0.0799782215997678,-0.0851507080241961
DS03,13,37,31.6,HPT_eff_mod,-0.10200397629909,-0.0939540035784716
DS03,13,38,31.6,HPT_eff_mod,-0.0868820593697818,-0.0939540035784716
DS03,13,39,31.6,HPT_eff_mod,-0.0988862272228348,-0.0972430342910196
DS03,13,40,31.6,HPT_eff_mod,-0.112274967663985,-0.0972430342910196
DS03,13,41,31.6,HPT_eff_mod,-0.124435665574638,-0.0972430342910196
DS03,13,42,31.6,HPT_eff_mod,-0.130228009576055,-0.127361208991825
DS03,13,43,31.6,HPT_eff_mod,-0.146050305891147,-0.135691467729846
DS03,13,44,31.6,HPT_eff_mod,-0.136021279798243,-0.137468718251463
DS03,13,45,31.6,HPT_eff_mod,-0.145653347521193,-0.148370018085888
DS03,13,46,31.6,HPT_eff_mod,-0.15102611535789,-0.148370018085888
DS03,13,47,31.6,HPT_eff_mod,-0.182001093708427,-0.175057109951693
DS03,13,48,31.6,HPT_eff_mod,-0.196191548796437,-0.210138556289784
DS03,13,49,31.6,HPT_eff_mod,-0.200992004579555,-0.210138556289784
DS03,13,50,31.6,HPT_eff_mod,-0.213736251819076,-0.22266906122601
DS03,13,51,31.6,HPT_eff_mod,-0.218596211755826,-0.22266906122601
DS03,13,52,31.6,HPT_eff_mod,-0.212043587201828,-0.22266906122601
DS03,13,53,31.6,HPT_eff_mod,-0.236419323756178,-0.246181660579884
DS03,13,54,31.6,HPT_eff_mod,-0.235633714006939,-0.246181660579884
DS03,13,55,31.6,HPT_eff_mod,-0.28343626863485,-0.246181660579884
DS03,13,56,31.6,HPT_eff_mod,-0.266157127866053,-0.246181660579884
DS03,13,57,31.6,HPT_eff_mod,-0.297762199437852,-0.294899600681335
DS03,13,58,31.6,HPT_eff_mod,-0.299192857005582,-0.294899600681335
DS03,13,59,31.6,HPT_eff_mod,-0.317472278285324,-0.294899600681335
DS03,13,60,31.6,HPT_eff_mod,-0.35178747334213,-0.298516090166949
DS03,13,61,31.6,HPT_eff_mod,-0.351092361285627,-0.344612309495958
DS03,13,62,31.6,HPT_eff_mod,-0.384080568990584,-0.370807043228972
DS03,13,63,31.6,HPT_eff_mod,-0.381294700052302,-0.382557486235543
DS03,13,64,31.6,HPT_eff_mod,-0.412340212621182,-0.382557486235543
DS03,13,65,31.6,HPT_eff_mod,-0.435080148910285,-0.442992570577872
DS03,13,66,31.6,HPT_eff_mod,-0.448347523216163,-0.442992570577872
DS03,13,67,31.6,HPT_eff_mod,-0.480000299736894,-0.488561080647267
DS03,13,68,31.6,HPT_eff_mod,-0.494377228150388,-0.488561080647267
DS03,13,69,31.6,HPT_eff_mod,-0.522106162650535,-0.525001826868489
DS03,13,70,31.6,HPT_eff_mod,-0.571388800884504,-0.562791914187385
DS03,13,71,31.6,HPT_eff_mod,-0.573192546761304,-0.562791914187385
DS03,13,72,31.6,HPT_eff_mod,-0.615041347728424,-0.574529902561319
DS03,13,73,31.6,HPT_eff_mod,-0.639326176648454,-0.644675569854983
DS03,13,74,31.6,HPT_eff_mod,-0.660054316297046,-0.684395077833935
DS03,13,75,31.6,HPT_eff_mod,-0.692467768233991,-0.727202502227374
DS03,13,76,31.6,HPT_eff_mod,-0.73424342047023,-0.727202502227374
DS03,13,77,31.6,HPT_eff_mod,-0.774981116563406,-0.760920443142397
DS03,13,1,31.6,fan_eff_mod,0,-0
DS03,13,2,31.6,fan_eff_mod,0,-0
DS03,13,3,31.6,fan_eff_mod,0,-0
DS03,13,4,31.6,fan_eff_mod,0,-0
DS03,13,5,31.6,fan_eff_mod,0,-0
DS03,13,6,31.6,fan_eff_mod,0,-0
DS03,13,7,31.6,fan_eff_mod,0,-0
DS03,13,8,31.6,fan_eff_mod,0,-0
DS03,13,9,31.6,fan_eff_mod,0,-0
DS03,13,10,31.6,fan_eff_mod,0,-0
DS03,13,11,31.6,fan_eff_mod,0,-0
DS03,13,12,31.6,fan_eff_mod,0,-0
DS03,13,13,31.6,fan_eff_mod,0,-0
DS03,13,14,31.6,fan_eff_mod,0,-0
DS03,13,15,31.6,fan_eff_mod,0,-0
DS03,13,16,31.6,fan_eff_mod,0,-0
DS03,13,17,31.6,fan_eff_mod,0,-0
DS03,13,18,31.6,fan_eff_mod,0,-0
DS03,13,19,31.6,fan_eff_mod,0,-0
DS03,13,20,31.6,fan_eff_mod,0,-0
DS03,13,21,31.6,fan_eff_mod,0,-0
DS03,13,22,31.6,fan_eff_mod,0,-0
DS03,13,23,31.6,fan_eff_mod,0,-0
DS03,13,24,31.6,fan_eff_mod,0,-0
DS03,13,25,31.6,fan_eff_mod,0,-0
DS03,13,26,31.6,fan_eff_mod,0,-0
DS03,13,27,31.6,fan_eff_mod,0,-0
DS03,13,28,31.6,fan_eff_mod,0,-0
DS03,13,29,31.6,fan_eff_mod,0,-0
DS03,13,30,31.6,fan_eff_mod,0,-0
DS03,13,31,31.6,fan_eff_mod,0,-0
DS03,13,32,31.6,fan_eff_mod,0,-0
DS03,13,33,31.6,fan_eff_mod,0,-0
DS03,13,34,31.6,fan_eff_mod,0,-0
DS03,13,35,31.6,fan_eff_mod,0,-0.00705681103889573
DS03,13,36,31.6,fan_eff_mod,0,-0.00705681103889573
DS03,13,37,31.6,fan_eff_mod,0,-0.00705681103889573
DS03,13,38,31.6,fan_eff_mod,0,-0.00705681103889573
DS03,13,39,31.6,fan_eff_mod,0,-0.0239041024959992
DS03,13,40,31.6,fan_eff_mod,0,-0.0239041024959992
DS03,13,41,31.6,fan_eff_mod,0,-0.0239041024959992
DS03,13,42,31.6,fan_eff_mod,0,-0.0239041024959992
DS03,13,43,31.6,fan_eff_mod,0,-0.0239041024959992
DS03,13,44,31.6,fan_eff_mod,0,-0.0239041024959992
DS03,13,45,31.6,fan_eff_mod,0,-0.0239041024959992
DS03,13,46,31.6,fan_eff_mod,0,-0.0239041024959992
DS03,13,47,31.6,fan_eff_mod,0,-0.0239041024959992
DS03,13,48,31.6,fan_eff_mod,0,-0.0239041024959992
DS03,13,49,31.6,fan_eff_mod,0,-0.0239041024959992
DS03,13,50,31.6,fan_eff_mod,0,-0.0239041024959992
DS03,13,51,31.6,fan_eff_mod,0,-0.0239041024959992
DS03,13,52,31.6,fan_eff_mod,0,-0.0239041024959992
DS03,13,53,31.6,fan_eff_mod,0,-0.0239041024959992
DS03,13,54,31.6,fan_eff_mod,0,-0.0291910271847222
DS03,13,55,31.6,fan_eff_mod,0,-0.0291910271847222
DS03,13,56,31.6,fan_eff_mod,0,-0.0564526892274426
DS03,13,57,31.6,fan_eff_mod,0,-0.0584456727403995
DS03,13,58,31.6,fan_eff_mod,0,-0.0584456727403995
DS03,13,59,31.6,fan_eff_mod,0,-0.0584456727403995
DS03,13,60,31.6,fan_eff_mod,0,-0.0584456727403995
DS03,13,61,31.6,fan_eff_mod,0,-0.0584456727403995
DS03,13,62,31.6,fan_eff_mod,0,-0.0654860049981428
DS03,13,63,31.6,fan_eff_mod,0,-0.0654860049981428
DS03,13,64,31.6,fan_eff_mod,0,-0.0654860049981428
DS03,13,65,31.6,fan_eff_mod,0,-0.0759801450171622
DS03,13,66,31.6,fan_eff_mod,0,-0.0759801450171622
DS03,13,67,31.6,fan_eff_mod,0,-0.107584731601621
DS03,13,68,31.6,fan_eff_mod,0,-0.107584731601621
DS03,13,69,31.6,fan_eff_mod,0,-0.107584731601621
DS03,13,70,31.6,fan_eff_mod,0,-0.130894574457731
DS03,13,71,31.6,fan_eff_mod,0,-0.130894574457731
DS03,13,72,31.6,fan_eff_mod,0,-0.150883926198081
DS03,13,73,31.6,fan_eff_mod,0,-0.162566790246468
DS03,13,74,31.6,fan_eff_mod,0,-0.208323659576919
DS03,13,75,31.6,fan_eff_mod,0,-0.208993023123594
DS03,13,76,31.6,fan_eff_mod,0,-0.208993023123594
DS03,13,77,31.6,fan_eff_mod,0,-0.217414300911462
DS03,13,1,31.6,fan_flow_mod,0,-0
DS03,13,2,31.6,fan_flow_mod,0,-0
DS03,13,3,31.6,fan_flow_mod,0,-0
DS03,13,4,31.6,fan_flow_mod,0,-0
DS03,13,5,31.6,fan_flow_mod,0,-0
DS03,13,6,31.6,fan_flow_mod,0,-0
DS03,13,7,31.6,fan_flow_mod,0,-0
DS03,13,8,31.6,fan_flow_mod,0,-0
DS03,13,9,31.6,fan_flow_mod,0,-0
DS03,13,10,31.6,fan_flow_mod,0,-0
DS03,13,11,31.6,fan_flow_mod,0,-0
DS03,13,12,31.6,fan_flow_mod,0,-0
DS03,13,13,31.6,fan_flow_mod,0,-0
DS03,13,14,31.6,fan_flow_mod,0,-0
DS03,13,15,31.6,fan_flow_mod,0,-0
DS03,13,16,31.6,fan_flow_mod,0,-0
DS03,13,17,31.6,fan_flow_mod,0,-0
DS03,13,18,31.6,fan_flow_mod,0,-0
DS03,13,19,31.6,fan_flow_mod,0,-0
DS03,13,20,31.6,fan_flow_mod,0,-0
DS03,13,21,31.6,fan_flow_mod,0,-0
DS03,13,22,31.6,fan_flow_mod,0,-0
DS03,13,23,31.6,fan_flow_mod,0,-0
DS03,13,24,31.6,fan_flow_mod,0,-0
DS03,13,25,31.6,fan_flow_mod,0,-0
DS03,13,26,31.6,fan_flow_mod,0,-0
DS03,13,27,31.6,fan_flow_mod,0,-0
DS03,13,28,31.6,fan_flow_mod,0,-0
DS03,13,29,31.6,fan_flow_mod,0,-0
DS03,13,30,31.6,fan_flow_mod,0,-0
DS03,13,31,31.6,fan_flow_mod,0,-0
DS03,13,32,31.6,fan_flow_mod,0,-0
DS03,13,33,31.6,fan_flow_mod,0,-0
DS03,13,34,31.6,fan_flow_mod,0,-0
