subset,unit,cycle_index,cycle,parameter,is_fault,theta_true_pct,theta_D_pct,theta_B_pct
DS03,13,38,38,HPC_flow_mod,0,0,-0,0.00323606407620634
DS03,13,39,39,HPC_flow_mod,0,0,-0,-0.00452935739709405
DS03,13,40,40,HPC_flow_mod,0,0,-0,0.00835759126689242
DS03,13,41,41,HPC_flow_mod,0,0,-0,-0.031907197361493
DS03,13,42,42,HPC_flow_mod,0,0,-0,-0.00447893303602544
DS03,13,43,43,HPC_flow_mod,0,0,-0,0.00663713235726523
DS03,13,44,44,HPC_flow_mod,0,0,-0,0.013988240273606
DS03,13,45,45,HPC_flow_mod,0,0,-0,0.020410091028757
DS03,13,46,46,HPC_flow_mod,0,0,-0,0.0307500042049241
DS03,13,47,47,HPC_flow_mod,0,0,-0,-0.0257151906325264
DS03,13,48,48,HPC_flow_mod,0,0,-0,0.0157718722562344
DS03,13,49,49,HPC_flow_mod,0,0,-0,0.0157424779640579
DS03,13,50,50,HPC_flow_mod,0,0,-0,0.0449427794477418
DS03,13,51,51,HPC_flow_mod,0,0,-0,-0.00375197575868922
DS03,13,52,52,HPC_flow_mod,0,0,-0,0.00808848401835168
DS03,13,53,53,HPC_flow_mod,0,0,-0,0.0470098590763371
DS03,13,54,54,HPC_flow_mod,0,0,-0,0.00703637294652259
DS03,13,55,55,HPC_flow_mod,0,0,-0,0.0286433282839942
DS03,13,56,56,HPC_flow_mod,0,0,-0,-0.0161319918307
DS03,13,57,57,HPC_flow_mod,0,0,-0,0.0326382503222446
DS03,13,58,58,HPC_flow_mod,0,0,-0,0.0307169624763201
DS03,13,59,59,HPC_flow_mod,0,0,-0,-0.025621031539095
DS03,13,60,60,HPC_flow_mod,0,0,-0,0.0227419101021974
DS03,13,61,61,HPC_flow_mod,0,0,-0,0.0391209124884904
DS03,13,62,62,HPC_flow_mod,0,0,-0,0.0219170111872005
DS03,13,63,63,HPC_flow_mod,0,0,-0,0.0205676463605941
DS03,13,64,64,HPC_flow_mod,0,0,-0,0.0299613168007944
DS03,13,65,65,HPC_flow_mod,0,0,-0,0.0175648425371087
DS03,13,66,66,HPC_flow_mod,0,0,-0,0.0148398755683708
DS03,13,67,67,HPC_flow_mod,0,0,-0,0.0512698391301256
DS03,13,68,68,HPC_flow_mod,0,0,-0,-0.0157548633912641
DS03,13,69,69,HPC_flow_mod,0,0,-0,0.0435244121939396
DS03,13,70,70,HPC_flow_mod,0,0,-0,0.0447611020771047
DS03,13,71,71,HPC_flow_mod,0,0,-0,-0.0589443593872263
DS03,13,72,72,HPC_flow_mod,0,0,-0,-0.0505709987836413
DS03,13,73,73,HPC_flow_mod,0,0,-0,0.077196277843895
DS03,13,74,74,HPC_flow_mod,0,0,-0,0.0275576801344188
DS03,13,75,75,HPC_flow_mod,0,0,-0,0.0854611065601385
DS03,13,76,76,HPC_flow_mod,0,0,-0,0.0192730869980947
DS03,13,77,77,HPC_flow_mod,0,0,-0,0.0157712004045346
DS03,13,1,1,LPT_eff_mod,1,-0.002177481165287,-0,0.0028802751736364
DS03,13,2,2,LPT_eff_mod,1,0.0083343905384309,-0,-0.00357712683031138
DS03,13,3,3,LPT_eff_mod,1,-0.0061569093731431,-0.00879442861579966,0.000696851656675187
DS03,13,4,4,LPT_eff_mod,1,-0.0284481779679321,-0.00879442861579966,-0.021081959026064
DS03,13,5,5,LPT_eff_mod,1,-0.0061494541100887,-0.00879442861579966,-0.0134828037775263
DS03,13,6,6,LPT_eff_mod,1,-0.0314959310015934,-0.00882609248717368,0.00604459350244488
DS03,13,7,7,LPT_eff_mod,1,-0.0058838741776575,-0.00882609248717368,-0.0153141668680665
DS03,13,8,8,LPT_eff_mod,1,-0.0332829799429617,-0.00882609248717368,-0.0315628552253196
DS03,13,9,9,LPT_eff_mod,1,-0.00124956654957339,-0.0173106045425443,-0.0154115496377334
DS03,13,10,10,LPT_eff_mod,1,-0.0043478166066835,-0.0173106045425443,-0.0250049259676342
DS03,13,11,11,LPT_eff_mod,1,-0.0229932120056607,-0.0173106045425443,-0.0159186960761131
DS03,13,12,12,LPT_eff_mod,1,-0.0447491917383065,-0.0173106045425443,-0.0623525327204938
DS03,13,13,13,LPT_eff_mod,1,-0.0453965727527505,-0.0173106045425443,-0.0305752507747765
DS03,13,14,14,LPT_eff_mod,1,-0.0320148101531758,-0.0173106045425443,-0.0266556242284452
DS03,13,15,15,LPT_eff_mod,1,-0.0462548267310865,-0.0173106045425443,-0.0182065194968483
DS03,13,16,16,LPT_eff_mod,1,-0.0290045283873191,-0.0173106045425443,-0.0193848982506573
DS03,13,17,17,LPT_eff_mod,1,-0.0393695145788295,-0.0260774868094706,-0.035932549799803
DS03,13,18,18,LPT_eff_mod,1,-0.0232340281632088,-0.0303742834495015,-0.0144734192489583
DS03,13,19,19,LPT_eff_mod,1,-0.0646539621626375,-0.0303742834495015,-0.0342317777909655
DS03,13,20,20,LPT_eff_mod,1,-0.0539451110768865,-0.0303742834495015,0.00178641542187255
DS03,13,21,21,LPT_eff_mod,1,-0.0760535607313975,-0.0407537267538979,-0.0411298219274514
DS03,13,22,22,LPT_eff_mod,1,-0.0553946329699865,-0.0407537267538979,-0.0390732507529904
DS03,13,23,23,LPT_eff_mod,1,-0.0714157763458595,-0.0407537267538979,-0.047326523147923
DS03,13,24,24,LPT_eff_mod,1,-0.0741577366229395,-0.0407537267538979,-0.0954365959480378
DS03,13,25,25,LPT_eff_mod,1,-0.0887616284866105,-0.0407537267538979,-0.0550822142861356
DS03,13,26,26,LPT_eff_mod,1,-0.0982142280683335,-0.0407537267538979,-0.0329081199952961
DS03,13,27,27,LPT_eff_mod,1,-0.102158969881293,-0.0818902197944975,-0.072827143238908
DS03,13,28,28,LPT_eff_mod,1,-0.103065631195519,-0.0818902197944975,-0.0844134818147871
DS03,13,29,29,LPT_eff_mod,1,-0.105811806767607,-0.0818902197944975,-0.0666457578593869
DS03,13,30,30,LPT_eff_mod,1,-0.112179520523434,-0.0818902197944975,-0.0790315450052359
DS03,13,31,31,LPT_eff_mod,1,-0.114827700962218,-0.109312143837011,-0.0974678263495319
DS03,13,32,32,LPT_eff_mod,1,-0.119537291308321,-0.133080707002849,-0.116448414539928
DS03,13,33,33,LPT_eff_mod,1,-0.144972777304834,-0.133080707002849,-0.0925554586662354
DS03,13,34,34,LPT_eff_mod,1,-0.167164730734683,-0.139517750537047,-0.142359828818042
DS03,13,35,35,LPT_eff_mod,1,-0.171070034636664,-0.139517750537047,-0.137408348052787
DS03,13,36,36,LPT_eff_mod,1,-0.17822552869857,-0.139517750537047,-0.134990210628056
DS03,13,37,37,LPT_eff_mod,1,-0.184794456418505,-0.172243951652642,-0.180076178893277
DS03,13,38,38,LPT_eff_mod,1,-0.183114476399233,-0.172243951652642,-0.148538901241949
DS03,13,39,39,LPT_eff_mod,1,-0.213915924887307,-0.18043030694413,-0.169294231754143
DS03,13,40,40,LPT_eff_mod,1,-0.207972982868639,-0.18043030694413,-0.147344173400597
DS03,13,41,41,LPT_eff_mod,1,-0.238049507704161,-0.18043030694413,-0.132972813472456
DS03,13,42,42,LPT_eff_mod,1,-0.23989413444665,-0.209166152937037,-0.180620105921931
DS03,13,43,43,LPT_eff_mod,1,-0.279859671449229,-0.209166152937037,-0.198071706408866
DS03,13,44,44,LPT_eff_mod,1,-0.304562580702393,-0.27708923866476,-0.234678206326408
DS03,13,45,45,LPT_eff_mod,1,-0.288227950992988,-0.27708923866476,-0.260113762484705
DS03,13,46,46,LPT_eff_mod,1,-0.330322945293252,-0.289227798602673,-0.283302264572242
DS03,13,47,47,LPT_eff_mod,1,-0.322964354022989,-0.289227798602673,-0.219343717240757
DS03,13,48,48,LPT_eff_mod,1,-0.363698449428941,-0.349656781230443,-0.314101820274285
DS03,13,49,49,LPT_eff_mod,1,-0.394566537447987,-0.349656781230443,-0.324865772548999
DS03,13,50,50,LPT_eff_mod,1,-0.412289293069821,-0.349656781230443,-0.348302004630151
DS03,13,51,51,LPT_eff_mod,1,-0.430637513928793,-0.364905103691343,-0.337298354483702
DS03,13,52,52,LPT_eff_mod,1,-0.450571107057751,-0.364905103691343,-0.328724623406171
DS03,13,53,53,LPT_eff_mod,1,-0.481088269568977,-0.378088464149794,-0.403028281917063
DS03,13,54,54,LPT_eff_mod,1,-0.526301939264853,-0.507980253885917,-0.452979981266954
DS03,13,55,55,LPT_eff_mod,1,-0.528717945418172,-0.507980253885917,-0.456429823795375
DS03,13,56,56,LPT_eff_mod,1,-0.599360886578067,-0.507980253885917,-0.438399601024415
DS03,13,57,57,LPT_eff_mod,1,-0.611004311566742,-0.562788053430553,-0.473173731723631
DS03,13,58,58,LPT_eff_mod,1,-0.659648562155183,-0.615962769889099,-0.543821758000891
DS03,13,59,59,LPT_eff_mod,1,-0.71937555639846,-0.615962769889099,-0.521790492055964
DS03,13,60,60,LPT_eff_mod,1,-0.759348498075407,-0.681556795948682,-0.585542240716581
DS03,13,61,61,LPT_eff_mod,1,-0.808320710413902,-0.681556795948682,-0.637846631513388
DS03,13,62,62,LPT_eff_mod,1,-0.859677283313996,-0.770609508623697,-0.692099931441593
DS03,13,63,63,LPT_eff_mod,1,-0.926000776736272,-0.795456274405145,-0.757591425835256
DS03,13,64,64,LPT_eff_mod,1,-0.951891853744744,-0.795456274405145,-0.74309694496943
DS03,13,65,65,LPT_eff_mod,1,-1.02788796883862,-0.945714138276493,-0.836783078226889
DS03,13,66,66,LPT_eff_mod,1,-1.08967603570535,-0.945714138276493,-0.883261057501866
DS03,13,67,67,LPT_eff_mod,1,-1.15375306280724,-1.06218846460163,-0.978595229284432
DS03,13,68,68,LPT_eff_mod,1,-1.22424354301456,-1.06218846460163,-0.920448492442438
DS03,13,69,69,LPT_eff_mod,1,-1.30129254251947,-1.18437683507946,-1.08763747578966
DS03,13,70,70,LPT_eff_mod,1,-1.3838478458588,-1.19031316871647,-1.1499695962512
DS03,13,71,71,LPT_eff_mod,1,-1.47207603157283,-1.19031316871647,-1.07525267695965
DS03,13,72,72,LPT_eff_mod,1,-1.57249601370962,-1.19031316871647,-1.10802290162657
DS03,13,73,73,LPT_eff_mod,1,-1.65758647947706,-1.58367376245265,-1.42351563209977
DS03,13,74,74,LPT_eff_mod,1,-1.77939555414599,-1.60863502366204,-1.44372615543914
DS03,13,75,75,LPT_eff_mod,1,-1.90172556393517,-1.78094814984431,-1.63697897086127
DS03,13,76,76,LPT_eff_mod,1,-2.01019033352595,-1.78094814984431,-1.56348968732637
DS03,13,77,77,LPT_eff_mod,1,-2.13430592524594,-1.95534340177296,-1.74103221148219
DS03,13,1,1,LPT_flow_mod,1,-0.00583373629774932,-0,-0.011410860992711
DS03,13,2,2,LPT_flow_mod,1,0.0113782083541085,-0,0.00219498125507747
DS03,13,3,3,LPT_flow_mod,1,-0.00554447205636142,-0,0.0092158797376335
DS03,13,4,4,LPT_flow_mod,1,-0.0143707645397315,-0,-0.00186005095019617
DS03,13,5,5,LPT_flow_mod,1,-0.00529697050094111,-0.00474033460800842,-0.0379401368421293
DS03,13,6,6,LPT_flow_mod,1,-0.00416822778465252,-0.00474033460800842,0.0408715602806582
DS03,13,7,7,LPT_flow_mod,1,-0.000435122402548712,-0.0205717549686055,-0.000294790667417682
DS03,13,8,8,LPT_flow_mod,1,-0.0209525987323811,-0.0205717549686055,-0.0190322935433768
DS03,13,9,9,LPT_flow_mod,1,-0.0212440246401466,-0.0205717549686055,-0.0088084931293581
DS03,13,10,10,LPT_flow_mod,1,-0.0109519462180656,-0.0205717549686055,-0.0349752347283106
DS03,13,11,11,LPT_flow_mod,1,-0.0325311184559162,-0.0205717549686055,-0.0209776161366871
DS03,13,12,12,LPT_flow_mod,1,-0.0331937324193791,-0.0205717549686055,-0.051165093050531
DS03,13,13,13,LPT_flow_mod,1,-0.00824084356979871,-0.0205717549686055,-0.0166549934997265
DS03,13,14,14,LPT_flow_mod,1,-0.015312923026394,-0.0205717549686055,-0.0249306883948674
DS03,13,15,15,LPT_flow_mod,1,-0.0303129486494709,-0.0230183616580089,-0.0275199149417315
DS03,13,16,16,LPT_flow_mod,1,-0.0470096243006098,-0.0279870934620624,-0.0473773293122109
DS03,13,17,17,LPT_flow_mod,1,-0.0108869808166023,-0.0279870934620624,-0.0323288345095031
DS03,13,18,18,LPT_flow_mod,1,-0.0424323829595938,-0.0279870934620624,-0.0233338270579159
DS03,13,19,19,LPT_flow_mod,1,-0.0542415831906138,-0.0297075805094859,-0.0569099255487329
DS03,13,20,20,LPT_flow_mod,1,-0.0400086791054838,-0.0297075805094859,-0.052910846781601
DS03,13,21,21,LPT_flow_mod,1,-0.012456049598614,-0.0297075805094859,-0.0249751077360598
DS03,13,22,22,LPT_flow_mod,1,-0.0559171972642848,-0.0297075805094859,-0.0519359056362035
DS03,13,23,23,LPT_flow_mod,1,-0.036585647801371,-0.0297075805094859,-0.0313316255581179
DS03,13,24,24,LPT_flow_mod,1,-0.0771420280650498,-0.0481598707003318,-0.0555278148006705
DS03,13,25,25,LPT_flow_mod,1,-0.0576256659760118,-0.0559028237862205,-0.0828314417135752
DS03,13,26,26,LPT_flow_mod,1,-0.0882937463864498,-0.0559028237862205,-0.0777821974984522
DS03,13,27,27,LPT_flow_mod,1,-0.0736068518515338,-0.0559028237862205,-0.038748334512483
DS03,13,28,28,LPT_flow_mod,1,-0.0592223889384698,-0.0559028237862205,-0.0466115472425298
DS03,13,29,29,LPT_flow_mod,1,-0.0971898420116578,-0.0746161443997405,-0.0613349688998903
DS03,13,30,30,LPT_flow_mod,1,-0.0712085680910508,-0.0746161443997405,-0.063181052047527
DS03,13,31,31,LPT_flow_mod,1,-0.0671784309654678,-0.0746161443997405,-0.06863791646882
DS03,13,32,32,LPT_flow_mod,1,-0.0817856419566508,-0.0746161443997405,-0.0814920605998596
DS03,13,33,33,LPT_flow_mod,1,-0.118535160214301,-0.0746161443997405,-0.0838753335060166
DS03,13,34,34,LPT_flow_mod,1,-0.108262573642694,-0.0746161443997405,-0.0974462363802658
DS03,13,35,35,LPT_flow_mod,1,-0.0808576522674268,-0.0746161443997405,-0.0849054864288619
DS03,13,36,36,LPT_flow_mod,1,-0.0788630874108088,-0.0746161443997405,-0.0684669020648844
DS03,13,37,37,LPT_flow_mod,1,-0.0750672591741988,-0.0746161443997405,-0.0765139502618516
DS03,13,38,38,LPT_flow_mod,1,-0.106669746605588,-0.0746161443997405,-0.0925705983965575
DS03,13,39,39,LPT_flow_mod,1,-0.0728116870975108,-0.0746161443997405,-0.0755153766449152
DS03,13,40,40,LPT_flow_mod,1,-0.140813034632703,-0.151226861128563,-0.117039444071454
DS03,13,41,41,LPT_flow_mod,1,-0.104209165248796,-0.151226861128563,-0.123461344197205
DS03,13,42,42,LPT_flow_mod,1,-0.139632573593571,-0.151226861128563,-0.129268475420173
DS03,13,43,43,LPT_flow_mod,1,-0.171114072606397,-0.157967783694447,-0.139062918633523
DS03,13,44,44,LPT_flow_mod,1,-0.16321445200134,-0.157967783694447,-0.140160349675807
DS03,13,45,45,LPT_flow_mod,1,-0.152882566413287,-0.157967783694447,-0.150772680943428
DS03,13,46,46,LPT_flow_mod,1,-0.145048850097099,-0.157967783694447,-0.140123524312266
DS03,13,47,47,LPT_flow_mod,1,-0.215057622155164,-0.157967783694447,-0.149164835653022
DS03,13,48,48,LPT_flow_mod,1,-0.206191908166537,-0.157967783694447,-0.20322408978573
DS03,13,49,49,LPT_flow_mod,1,-0.151547321552759,-0.157967783694447,-0.160228746119873
DS03,13,50,50,LPT_flow_mod,1,-0.2546201709349,-0.181592120614429,-0.234312459776873
DS03,13,51,51,LPT_flow_mod,1,-0.213003121696707,-0.181592120614429,-0.216907291499763
DS03,13,52,52,LPT_flow_mod,1,-0.19932057036086,-0.181592120614429,-0.164880467760987
DS03,13,53,53,LPT_flow_mod,1,-0.205299236860511,-0.181592120614429,-0.225234261394668
DS03,13,54,54,LPT_flow_mod,1,-0.202059516035444,-0.181592120614429,-0.197818862897912
DS03,13,55,55,LPT_flow_mod,1,-0.2764132593616,-0.26960924744331,-0.255914859212804
DS03,13,56,56,LPT_flow_mod,1,-0.239949475213987,-0.26960924744331,-0.218427129209842
DS03,13,57,57,LPT_flow_mod,1,-0.269312518325209,-0.26960924744331,-0.281230254771068
DS03,13,58,58,LPT_flow_mod,1,-0.287672066117163,-0.26960924744331,-0.265292450065959
DS03,13,59,59,LPT_flow_mod,1,-0.265378185589916,-0.26960924744331,-0.227452253151092
DS03,13,60,60,LPT_flow_mod,1,-0.255786182643221,-0.26960924744331,-0.260064088432315
DS03,13,61,61,LPT_flow_mod,1,-0.281276484094461,-0.273056653579709,-0.289829777432356
DS03,13,62,62,LPT_flow_mod,1,-0.276941017194062,-0.273056653579709,-0.288609102851233
DS03,13,63,63,LPT_flow_mod,1,-0.33398560314543,-0.273056653579709,-0.296004851617142
DS03,13,64,64,LPT_flow_mod,1,-0.326054436948612,-0.299475869258073,-0.298322849332859
DS03,13,65,65,LPT_flow_mod,1,-0.362974394261813,-0.32069612243918,-0.366019126384933
DS03,13,66,66,LPT_flow_mod,1,-0.382968295462659,-0.32069612243918,-0.316939525023689
DS03,13,67,67,LPT_flow_mod,1,-0.389194586628358,-0.344355590431999,-0.390473938955648
DS03,13,68,68,LPT_flow_mod,1,-0.428616774958332,-0.357298890949288,-0.355566581367548
DS03,13,69,69,LPT_flow_mod,1,-0.39506119169573,-0.360070850939392,-0.395232441951646
DS03,13,70,70,LPT_flow_mod,1,-0.464301862690822,-0.362559146548456,-0.4374796098444
DS03,13,71,71,LPT_flow_mod,1,-0.428003727809297,-0.362559146548456,-0.366625824737031
DS03,13,72,72,LPT_flow_mod,1,-0.45576563419783,-0.41863018097332,-0.435638249720299
DS03,13,73,73,LPT_flow_mod,1,-0.447113641921827,-0.41863018097332,-0.461562039792507
DS03,13,74,74,LPT_flow_mod,1,-0.500886682220867,-0.41863018097332,-0.473104282626499
DS03,13,75,75,LPT_flow_mod,1,-0.49982711699859,-0.41863018097332,-0.494859488437395
DS03,13,76,76,LPT_flow_mod,1,-0.560008306996634,-0.503369861860936,-0.511446594563212
DS03,13,77,77,LPT_flow_mod,1,-0.520398860615924,-0.503369861860936,-0.516048149801061
DS03,13,1,1,LPC_eff_mod,0,0,-0,0.0618771446060437
DS03,13,2,2,LPC_eff_mod,0,0,-0,-0.119678637652611
DS03,13,3,3,LPC_eff_mod,0,0,-0,0.0578014930465674
DS03,13,4,4,LPC_eff_mod,0,0,-0,-0.100328516748353
DS03,13,5,5,LPC_eff_mod,0,0,-0,-0.0850540858203775
DS03,13,6,6,LPC_eff_mod,0,0,-0,-0.0453928421744417
DS03,13,7,7,LPC_eff_mod,0,0,-0,0.0622394825481847
DS03,13,8,8,LPC_eff_mod,0,0,-0,0.000985729112922221
DS03,13,9,9,LPC_eff_mod,0,0,-0,-0.0217635471072275
DS03,13,10,10,LPC_eff_mod,0,0,-0,-0.0381774243976009
DS03,13,11,11,LPC_eff_mod,0,0,-0,-0.0642849360032628
DS03,13,12,12,LPC_eff_mod,0,0,-0,-0.055217062644678
DS03,13,13,13,LPC_eff_mod,0,0,-0,-0.0583362777464966
DS03,13,14,14,LPC_eff_mod,0,0,-0,-0.0494890189201001
DS03,13,15,15,LPC_eff_mod,0,0,-0,0.114835123470718
DS03,13,16,16,LPC_eff_mod,0,0,-0,-0.0178737102878328
DS03,13,17,17,LPC_eff_mod,0,0,-0,-0.0954495408823464
DS03,13,18,18,LPC_eff_mod,0,0,-0,0.04546031103117
DS03,13,19,19,LPC_eff_mod,0,0,-0,-0.00742803966754143
DS03,13,20,20,LPC_eff_mod,0,0,-0,0.0326837883450596
DS03,13,21,21,LPC_eff_mod,0,0,-0,-0.00372216811491088
DS03,13,22,22,LPC_eff_mod,0,0,-0,-0.0494781726673959
DS03,13,23,23,LPC_eff_mod,0,0,-0,0.0546504415635954
DS03,13,24,24,LPC_eff_mod,0,0,-0,-0.0381911613625869
DS03,13,25,25,LPC_eff_mod,0,0,-0,-0.121524778631051
DS03,13,26,26,LPC_eff_mod,0,0,-0,0.113128173842456
DS03,13,27,27,LPC_eff_mod,0,0,-0,0.0682462486775097
DS03,13,28,28,LPC_eff_mod,0,0,-0,-0.0272202128638875
DS03,13,29,29,LPC_eff_mod,0,0,-0,-0.0539703467445402
DS03,13,30,30,LPC_eff_mod,0,0,-0,0.0528936162725643
DS03,13,31,31,LPC_eff_mod,0,0,-0,-0.0119192773119685
DS03,13,32,32,LPC_eff_mod,0,0,-0,-0.0503797696281484
DS03,13,33,33,LPC_eff_mod,0,0,-0,-0.00467673650027363
DS03,13,34,34,LPC_eff_mod,0,0,-0,0.0740004624155126
DS03,13,35,35,LPC_eff_mod,0,0,-0,0.0386713009057578
DS03,13,36,36,LPC_eff_mod,0,0,-0,0.0939079858100724
DS03,13,37,37,LPC_eff_mod,0,0,-0,0.00726693692745732
DS03,13,38,38,LPC_eff_mod,0,0,-0,0.0289109255485594
DS03,13,39,39,LPC_eff_mod,0,0,-0,0.137010592506596
DS03,13,40,40,LPC_eff_mod,0,0,-0,0.12630429897495
DS03,13,41,41,LPC_eff_mod,0,0,-0,0.127083389745676
DS03,13,42,42,LPC_eff_mod,0,0,-0,0.132461403631657
DS03,13,43,43,LPC_eff_mod,0,0,-0,0.0977248813436942
DS03,13,44,44,LPC_eff_mod,0,0,-0,0.114067241919767
DS03,13,45,45,LPC_eff_mod,0,0,-0,0.0212211083276158
DS03,13,46,46,LPC_eff_mod,0,0,-0,-0.0476164742972549
DS03,13,47,47,LPC_eff_mod,0,0,-0,0.036474182855786
DS03,13,48,48,LPC_eff_mod,0,0,-0,0.00471842683526079
DS03,13,49,49,LPC_eff_mod,0,0,-0,0.208982473480894
DS03,13,50,50,LPC_eff_mod,0,0,-0,-0.029724647834981
DS03,13,51,51,LPC_eff_mod,0,0,-0,0.0755408286733803
DS03,13,52,52,LPC_eff_mod,0,0,-0,0.0446453861362232
DS03,13,53,53,LPC_eff_mod,0,0,-0,0.0468321490586412
DS03,13,54,54,LPC_eff_mod,0,0,-0,0.0419758238973168
DS03,13,55,55,LPC_eff_mod,0,0,-0,0.142234031742956
DS03,13,56,56,LPC_eff_mod,0,0,-0,0.175578699501368
DS03,13,57,57,LPC_eff_mod,0,0,-0,0.194167196734435
DS03,13,58,58,LPC_eff_mod,0,0,-0,0.191025109008745
DS03,13,59,59,LPC_eff_mod,0,0,-0,0.201451020482012
DS03,13,60,60,LPC_eff_mod,0,0,-0,0.124579762358915
DS03,13,61,61,LPC_eff_mod,0,0,-0,0.155253135043064
DS03,13,62,62,LPC_eff_mod,0,0,-0,0.226079580184895
DS03,13,63,63,LPC_eff_mod,0,0,-0,0.293782411501021
DS03,13,64,64,LPC_eff_mod,0,0,-0,0.256848557855515
DS03,13,65,65,LPC_eff_mod,0,0,-0,0.294686947910898
DS03,13,66,66,LPC_eff_mod,0,0,-0,0.204519212560064
DS03,13,67,67,LPC_eff_mod,0,0,-0,0.330644555475026
DS03,13,68,68,LPC_eff_mod,0,0,-0,0.34733661432938
DS03,13,69,69,LPC_eff_mod,0,0,-0,0.34898003769883
DS03,13,70,70,LPC_eff_mod,0,0,-0,0.373055170483428
DS03,13,71,71,LPC_eff_mod,0,0,-0,0.447064389217154
DS03,13,72,72,LPC_eff_mod,0,0,-0,0.467936540847018
DS03,13,73,73,LPC_eff_mod,0,0,-0,0.483671932519711
DS03,13,74,74,LPC_eff_mod,0,0,-0,0.618134175168082
DS03,13,75,75,LPC_eff_mod,0,0,-0,0.617462467158881
DS03,13,76,76,LPC_eff_mod,0,0,-0,0.582430780510953
DS03,13,77,77,LPC_eff_mod,0,0,-0,0.642081998935519
DS03,13,1,1,LPC_flow_mod,0,0,-0,-0.0119259903892595
DS03,13,2,2,LPC_flow_mod,0,0,-0,0.00385763896396925
DS03,13,3,3,LPC_flow_mod,0,0,-0,0.00806835142529027
DS03,13,4,4,LPC_flow_mod,0,0,-0,-0.020986941684693
DS03,13,5,5,LPC_flow_mod,0,0,-0,0.0287540734699574
DS03,13,6,6,LPC_flow_mod,0,0,-0,-0.0533841858163441
DS03,13,7,7,LPC_flow_mod,0,0,-0,-0.0410855906151195
DS03,13,8,8,LPC_flow_mod,0,0,-0,0.0304897806352603
DS03,13,9,9,LPC_flow_mod,0,0,-0,0.0367870842472876
DS03,13,10,10,LPC_flow_mod,0,0,-0,-0.0220552765793543
DS03,13,11,11,LPC_flow_mod,0,0,-0,0.0141559504764221
DS03,13,12,12,LPC_flow_mod,0,0,-0,0.0352023550305051
DS03,13,13,13,LPC_flow_mod,0,0,-0,-0.0456674884595381
DS03,13,14,14,LPC_flow_mod,0,0,-0,-0.0431263801350688
DS03,13,15,15,LPC_flow_mod,0,0,-0,0.0308070477587905
DS03,13,16,16,LPC_flow_mod,0,0,-0,0.0483815532467186
DS03,13,17,17,LPC_flow_mod,0,0,-0,-0.0006703270365886
DS03,13,18,18,LPC_flow_mod,0,0,-0,-0.00202819517951896
DS03,13,19,19,LPC_flow_mod,0,0,-0,0.0205953844543481
DS03,13,20,20,LPC_flow_mod,0,0,-0,-0.00943295785799872
DS03,13,21,21,LPC_flow_mod,0,0,-0,-0.0445346033377958
DS03,13,22,22,LPC_flow_mod,0,0,-0,0.0155071754828831
DS03,13,23,23,LPC_flow_mod,0,0,-0,0.00160368956475722
DS03,13,24,24,LPC_flow_mod,0,0,-0,0.0230773060923981
DS03,13,25,25,LPC_flow_mod,0,0,-0,0.0746358672894425
DS03,13,26,26,LPC_flow_mod,0,0,-0,0.00243514036748964
DS03,13,27,27,LPC_flow_mod,0,0,-0,-0.00629878692904402
DS03,13,28,28,LPC_flow_mod,0,0,-0,-0.0376366462963956
DS03,13,29,29,LPC_flow_mod,0,0,-0,-0.0099073310383213
DS03,13,30,30,LPC_flow_mod,0,0,-0,0.021624847402818
DS03,13,31,31,LPC_flow_mod,0,0,-0,0.018825302125303
DS03,13,32,32,LPC_flow_mod,0,0,-0,0.000507812501131532
DS03,13,33,33,LPC_flow_mod,0,0,-0,0.0144661806565401
DS03,13,34,34,LPC_flow_mod,0,0,-0,0.0523275600682792
DS03,13,35,35,LPC_flow_mod,0,0,-0,0.0434491099926378
DS03,13,36,36,LPC_flow_mod,0,0,-0,0.0298530821576395
DS03,13,37,37,LPC_flow_mod,0,0,-0,-0.00783717980311141
DS03,13,38,38,LPC_flow_mod,0,0,-0,0.0506350027924531
DS03,13,39,39,LPC_flow_mod,0,0,-0,0.00884369619116813
DS03,13,40,40,LPC_flow_mod,0,0,-0,-0.0001903884450649
DS03,13,41,41,LPC_flow_mod,0,0,-0,0.00943228541814262
DS03,13,42,42,LPC_flow_mod,0,0,-0,0.0383042718879197
DS03,13,43,43,LPC_flow_mod,0,0,-0,0.00936531328806719
DS03,13,44,44,LPC_flow_mod,0,0,-0,0.0169785503200261
DS03,13,45,45,LPC_flow_mod,0,0,-0,0.0540085773420202
DS03,13,46,46,LPC_flow_mod,0,0,-0,0.0276655759245947
DS03,13,47,47,LPC_flow_mod,0,0,-0,-0.0302040602508591
DS03,13,48,48,LPC_flow_mod,0,0,-0,0.0472268396155327
DS03,13,49,49,LPC_flow_mod,0,0,-0,0.0131184538347501
DS03,13,50,50,LPC_flow_mod,0,0,-0,0.10204169125279
DS03,13,51,51,LPC_flow_mod,0,0,-0,0.0277338417181923
DS03,13,52,52,LPC_flow_mod,0,0,-0,-0.0143561573842237
DS03,13,53,53,LPC_flow_mod,0,0,-0,0.0746810992691745
DS03,13,54,54,LPC_flow_mod,0,0,-0,0.0262133441986673
DS03,13,55,55,LPC_flow_mod,0,0,-0,0.0453508844727902
DS03,13,56,56,LPC_flow_mod,0,0,-0,-0.0274655567164666
